x,y,RSSIA,RSSIB,RSSIC,RP
2.77,0.64,51,43,61,B3
3.88,1.9,41,47,50,C3
2.77,3.17,39,52,57,C1
3.88,0.64,56,54,52,C2
0.55,0.64,49,44,61,A1
0.55,1.9,49,56,54,A2
0.55,0.64,46,47,65,A1
2.77,0.64,49,44,62,B3
2.77,3.17,45,52,62,C1
0.55,0.64,58,42,65,A1
3.88,1.9,45,60,51,C3
0.55,1.9,44,55,56,A2
0.55,0.64,50,41,63,A1
3.88,1.9,42,49,51,C3
0.55,0.64,50,45,66,A1
1.66,3.17,39,50,38,B2
2.77,3.17,49,50,59,C1
0.55,0.64,47,45,62,A1
3.88,3.17,56,55,51,C4
0.55,0.64,51,43,65,A1
3.88,3.17,54,56,52,C4
3.88,3.17,56,55,50,C4
2.77,3.17,41,50,66,C1
2.77,1.9,51,42,54,B4
3.88,1.9,43,48,49,C3
2.77,0.64,57,50,62,B3
1.66,3.17,38,59,38,B2
0.55,0.64,57,44,62,A1
0.55,0.64,47,45,63,A1
0.55,0.64,40,47,62,A1
1.66,0.64,45,47,53,A4
3.88,3.17,56,56,51,C4
2.77,0.64,46,44,60,B3
3.88,1.9,40,48,36,C3
0.55,1.9,51,53,56,A2
2.77,0.64,53,50,63,B3
0.55,0.64,48,50,61,A1
3.88,3.17,51,59,51,C4
1.66,0.64,45,46,54,A4
2.77,1.9,50,51,54,B4
3.88,3.17,54,65,51,C4
2.77,1.9,50,51,54,B4
3.88,1.9,42,43,51,C3
2.77,1.9,45,46,51,B4
3.88,0.64,56,46,60,C2
2.77,3.17,50,51,59,C1
3.88,1.9,46,59,51,C3
2.77,1.9,46,55,54,B4
3.88,1.9,40,43,51,C3
0.55,0.64,46,40,63,A1
3.88,1.9,49,50,50,C3
3.88,1.9,47,46,49,C3
0.55,1.9,45,54,54,A2
1.66,3.17,43,61,37,B2
3.88,3.17,57,54,50,C4
2.77,3.17,50,50,62,C1
0.55,1.9,41,55,56,A2
3.88,3.17,57,55,52,C4
1.66,0.64,44,59,44,A4
1.66,1.9,43,53,55,B1
0.55,0.64,47,45,63,A1
0.55,0.64,53,45,60,A1
3.88,3.17,57,57,50,C4
0.55,1.9,49,56,57,A2
3.88,0.64,50,47,61,C2
3.88,3.17,48,49,50,C4
2.77,1.9,50,60,54,B4
0.55,0.64,55,43,63,A1
3.88,1.9,43,46,50,C3
0.55,0.64,52,44,62,A1
3.88,3.17,56,53,51,C4
3.88,3.17,55,56,52,C4
3.88,3.17,57,54,51,C4
2.77,1.9,51,42,56,B4
3.88,1.9,41,47,51,C3
2.77,0.64,57,42,55,B3
0.55,0.64,45,44,63,A1
3.88,3.17,54,62,51,C4
0.55,1.9,40,56,68,A2
3.88,3.17,56,55,50,C4
0.55,0.64,48,55,63,A1
0.55,0.64,56,41,64,A1
0.55,0.64,51,47,60,A1
1.66,1.9,39,50,57,B1
2.77,1.9,39,51,61,B4
0.55,1.9,42,56,48,A2
0.55,1.9,39,55,56,A2
3.88,1.9,40,48,63,C3
2.77,0.64,54,44,64,B3
3.88,3.17,55,56,51,C4
2.77,3.17,51,50,63,C1
3.88,3.17,57,56,52,C4
2.77,1.9,51,54,55,B4
0.55,0.64,48,45,65,A1
0.55,0.64,45,45,60,A1
3.88,1.9,38,48,57,C3
0.55,0.64,55,42,63,A1
2.77,1.9,46,55,54,B4
3.88,0.64,42,46,55,C2
3.88,1.9,45,49,50,C3
0.55,0.64,56,45,63,A1
2.77,3.17,50,61,55,C1
3.88,3.17,54,54,51,C4
2.77,0.64,53,42,65,B3
3.88,3.17,55,56,52,C4
0.55,0.64,48,43,59,A1
3.88,1.9,53,46,51,C3
3.88,0.64,50,45,55,C2
1.66,3.17,39,57,41,B2
3.88,1.9,42,46,49,C3
0.55,1.9,56,54,57,A2
2.77,3.17,49,58,61,C1
3.88,3.17,53,53,51,C4
0.55,1.9,45,56,57,A2
2.77,0.64,53,45,62,B3
0.55,0.64,52,42,65,A1
2.77,3.17,50,49,65,C1
2.77,1.9,41,55,56,B4
1.66,3.17,38,56,35,B2
1.66,1.9,46,52,51,B1
1.66,3.17,39,61,35,B2
0.55,0.64,44,44,64,A1
0.55,1.9,37,55,58,A2
0.55,0.64,55,44,65,A1
3.88,1.9,45,45,52,C3
3.88,3.17,58,59,50,C4
1.66,3.17,41,61,46,B2
2.77,0.64,51,49,63,B3
3.88,1.9,40,45,50,C3
3.88,3.17,58,52,51,C4
3.88,3.17,54,56,53,C4
3.88,3.17,55,55,51,C4
0.55,1.9,48,50,64,A2
3.88,0.64,54,44,50,C2
3.88,3.17,57,55,51,C4
1.66,3.17,39,59,46,B2
2.77,0.64,42,43,52,B3
2.77,0.64,53,53,60,B3
0.55,1.9,42,55,55,A2
1.66,3.17,38,60,37,B2
0.55,0.64,54,45,64,A1
2.77,0.64,44,43,60,B3
1.66,1.9,43,57,57,B1
2.77,1.9,45,56,44,B4
2.77,0.64,53,48,63,B3
2.77,1.9,43,55,56,B4
2.77,1.9,38,49,62,B4
2.77,3.17,49,50,56,C1
1.66,3.17,41,56,40,B2
0.55,1.9,45,53,51,A2
2.77,3.17,47,54,57,C1
3.88,3.17,55,56,52,C4
0.55,1.9,44,54,41,A2
2.77,1.9,47,51,55,B4
0.55,0.64,49,44,66,A1
3.88,3.17,57,57,51,C4
0.55,1.9,38,55,54,A2
2.77,0.64,53,47,64,B3
3.88,3.17,54,49,51,C4
1.66,3.17,40,61,40,B2
3.88,3.17,58,60,50,C4
3.88,3.17,43,63,46,C4
0.55,1.9,50,60,64,A2
0.55,0.64,53,43,64,A1
2.77,0.64,57,48,61,B3
2.77,1.9,52,59,53,B4
3.88,3.17,54,62,53,C4
1.66,3.17,36,56,37,B2
3.88,1.9,53,59,50,C3
0.55,0.64,51,58,67,A1
2.77,0.64,55,42,64,B3
0.55,0.64,57,46,65,A1
0.55,1.9,49,55,56,A2
3.88,3.17,57,55,51,C4
3.88,3.17,55,62,52,C4
3.88,1.9,41,65,54,C3
0.55,1.9,46,51,54,A2
2.77,0.64,45,45,62,B3
2.77,1.9,51,50,54,B4
3.88,3.17,58,54,52,C4
2.77,0.64,54,46,65,B3
0.55,0.64,56,43,65,A1
1.66,1.9,47,54,54,B1
2.77,1.9,48,57,54,B4
2.77,1.9,49,55,62,B4
2.77,1.9,53,58,55,B4
2.77,1.9,52,51,55,B4
0.55,1.9,39,56,65,A2
3.88,0.64,40,46,51,C2
2.77,0.64,58,44,61,B3
2.77,3.17,53,49,64,C1
0.55,1.9,39,43,58,A2
2.77,1.9,46,51,55,B4
0.55,0.64,54,45,64,A1
3.88,0.64,46,45,50,C2
1.66,0.64,51,44,66,A4
2.77,1.9,50,57,55,B4
1.66,1.9,49,54,56,B1
1.66,1.9,41,59,39,B1
3.88,1.9,46,46,50,C3
3.88,0.64,59,47,55,C2
0.55,0.64,50,43,62,A1
3.88,1.9,46,49,51,C3
0.55,1.9,44,55,59,A2
1.66,1.9,55,48,37,B1
0.55,1.9,44,52,57,A2
0.55,0.64,51,44,61,A1
0.55,1.9,48,53,55,A2
3.88,1.9,43,57,50,C3
1.66,3.17,38,55,30,B2
3.88,1.9,43,46,55,C3
3.88,3.17,52,59,50,C4
3.88,1.9,55,60,50,C3
0.55,1.9,49,55,56,A2
2.77,0.64,50,44,62,B3
2.77,0.64,50,45,60,B3
2.77,1.9,49,55,55,B4
0.55,0.64,50,44,62,A1
2.77,1.9,48,52,55,B4
3.88,3.17,52,53,50,C4
1.66,0.64,43,49,55,A4
0.55,0.64,49,47,63,A1
2.77,3.17,48,51,58,C1
0.55,1.9,41,54,55,A2
1.66,0.64,51,43,58,A4
3.88,0.64,47,44,52,C2
3.88,1.9,55,62,52,C3
3.88,0.64,49,47,55,C2
0.55,0.64,54,44,66,A1
3.88,1.9,45,56,50,C3
3.88,3.17,44,62,50,C4
1.66,0.64,44,45,62,A4
1.66,1.9,45,55,57,B1
0.55,0.64,59,42,61,A1
2.77,0.64,50,42,62,B3
2.77,3.17,49,54,56,C1
2.77,0.64,46,42,62,B3
3.88,3.17,57,45,52,C4
0.55,0.64,46,43,63,A1
2.77,3.17,44,50,65,C1
0.55,0.64,50,44,61,A1
2.77,3.17,41,49,64,C1
0.55,0.64,55,43,64,A1
0.55,0.64,54,45,61,A1
2.77,1.9,50,55,56,B4
2.77,1.9,49,49,43,B4
2.77,0.64,50,48,61,B3
3.88,3.17,55,58,51,C4
0.55,1.9,49,55,55,A2
2.77,0.64,54,43,64,B3
2.77,3.17,41,51,67,C1
3.88,3.17,57,59,52,C4
2.77,3.17,44,50,63,C1
0.55,0.64,48,38,65,A1
2.77,3.17,46,50,60,C1
1.66,0.64,44,44,57,A4
2.77,3.17,39,48,67,C1
3.88,3.17,53,57,50,C4
3.88,3.17,53,55,50,C4
3.88,3.17,55,54,51,C4
2.77,0.64,57,44,62,B3
0.55,0.64,53,41,65,A1
3.88,1.9,42,48,50,C3
3.88,3.17,55,54,51,C4
0.55,0.64,55,43,47,A1
1.66,1.9,44,54,56,B1
2.77,1.9,48,53,56,B4
2.77,3.17,43,50,47,C1
2.77,3.17,47,50,61,C1
3.88,3.17,56,55,52,C4
0.55,0.64,51,45,56,A1
2.77,0.64,54,43,63,B3
2.77,1.9,48,58,62,B4
2.77,1.9,51,52,56,B4
3.88,3.17,57,53,51,C4
0.55,0.64,49,44,64,A1
2.77,0.64,50,45,63,B3
0.55,1.9,51,55,62,A2
1.66,3.17,39,51,56,B2
1.66,3.17,39,51,42,B2
2.77,3.17,52,51,60,C1
1.66,3.17,37,58,36,B2
2.77,0.64,51,47,60,B3
3.88,3.17,54,53,50,C4
0.55,0.64,47,45,66,A1
3.88,3.17,56,56,51,C4
0.55,1.9,45,54,66,A2
2.77,0.64,54,44,59,B3
2.77,3.17,35,51,56,C1
2.77,1.9,41,56,45,B4
0.55,0.64,51,47,62,A1
2.77,1.9,51,54,55,B4
3.88,3.17,56,54,51,C4
2.77,0.64,43,43,59,B3
0.55,1.9,50,49,56,A2
2.77,3.17,45,48,63,C1
0.55,0.64,50,47,65,A1
2.77,3.17,50,50,63,C1
3.88,3.17,56,56,51,C4
3.88,1.9,53,45,51,C3
0.55,1.9,47,56,57,A2
3.88,3.17,56,56,51,C4
0.55,1.9,46,53,55,A2
2.77,0.64,52,44,60,B3
2.77,1.9,50,49,63,B4
3.88,1.9,50,47,50,C3
0.55,1.9,42,47,65,A2
3.88,3.17,56,57,52,C4
0.55,0.64,50,55,59,A1
3.88,1.9,48,46,51,C3
3.88,1.9,43,46,50,C3
3.88,3.17,46,57,51,C4
0.55,0.64,51,43,61,A1
3.88,3.17,54,54,51,C4
0.55,3.17,50,47,55,A3
0.55,0.64,53,42,59,A1
3.88,0.64,56,46,50,C2
3.88,3.17,57,56,52,C4
0.55,0.64,50,47,63,A1
2.77,0.64,43,43,62,B3
1.66,3.17,40,62,41,B2
3.88,3.17,54,55,52,C4
0.55,1.9,53,46,56,A2
0.55,1.9,44,51,57,A2
3.88,3.17,44,60,51,C4
3.88,1.9,49,47,51,C3
2.77,3.17,46,49,62,C1
3.88,3.17,52,59,52,C4
0.55,1.9,49,55,55,A2
2.77,3.17,45,48,55,C1
1.66,3.17,40,55,38,B2
2.77,0.64,47,48,61,B3
1.66,3.17,56,61,51,B2
2.77,3.17,50,51,53,C1
3.88,3.17,54,54,51,C4
3.88,3.17,56,55,52,C4
0.55,1.9,49,55,56,A2
0.55,0.64,50,46,60,A1
0.55,0.64,54,45,64,A1
1.66,0.64,52,45,62,A4
3.88,0.64,54,43,61,C2
1.66,3.17,42,57,37,B2
3.88,0.64,52,43,61,C2
0.55,1.9,46,53,54,A2
1.66,1.9,37,60,40,B1
0.55,0.64,56,47,65,A1
2.77,1.9,50,56,54,B4
3.88,1.9,57,46,50,C3
0.55,1.9,42,44,62,A2
3.88,3.17,53,57,51,C4
3.88,3.17,56,46,51,C4
1.66,3.17,42,59,36,B2
3.88,1.9,42,43,51,C3
3.88,0.64,51,42,64,C2
3.88,1.9,45,55,56,C3
2.77,0.64,53,44,62,B3
3.88,3.17,55,55,50,C4
3.88,3.17,57,57,51,C4
3.88,1.9,56,45,51,C3
0.55,0.64,42,55,61,A1
3.88,3.17,55,56,51,C4
2.77,3.17,54,51,62,C1
3.88,3.17,54,59,51,C4
0.55,0.64,47,39,63,A1
1.66,3.17,41,61,47,B2
2.77,1.9,45,50,56,B4
2.77,1.9,39,55,53,B4
1.66,3.17,41,64,45,B2
3.88,3.17,55,53,50,C4
3.88,0.64,43,46,51,C2
2.77,1.9,50,55,57,B4
3.88,3.17,56,55,50,C4
3.88,1.9,54,46,50,C3
2.77,3.17,48,51,39,C1
2.77,3.17,41,49,64,C1
0.55,1.9,48,54,61,A2
0.55,1.9,51,54,54,A2
2.77,3.17,50,49,62,C1
2.77,1.9,48,51,61,B4
2.77,0.64,57,47,61,B3
3.88,3.17,46,47,60,C4
3.88,1.9,56,49,50,C3
2.77,1.9,41,55,56,B4
0.55,0.64,49,56,61,A1
1.66,0.64,38,51,46,A4
0.55,1.9,43,51,56,A2
3.88,0.64,45,46,55,C2
0.55,1.9,44,54,56,A2
3.88,1.9,44,48,50,C3
1.66,1.9,42,46,50,B1
3.88,0.64,46,51,50,C2
3.88,1.9,52,50,53,C3
3.88,1.9,42,47,50,C3
1.66,3.17,41,56,36,B2
1.66,3.17,39,56,39,B2
0.55,0.64,52,58,51,A1
0.55,0.64,46,54,64,A1
2.77,1.9,45,50,54,B4
0.55,0.64,43,43,61,A1
2.77,3.17,41,55,54,C1
0.55,0.64,51,46,61,A1
1.66,3.17,42,63,38,B2
3.88,3.17,45,58,52,C4
3.88,3.17,54,53,53,C4
2.77,1.9,44,54,56,B4
2.77,3.17,43,50,64,C1
3.88,1.9,43,50,50,C3
1.66,0.64,44,47,57,A4
3.88,1.9,41,50,51,C3
3.88,3.17,56,56,51,C4
3.88,3.17,56,56,52,C4
0.55,1.9,49,52,57,A2
0.55,0.64,55,45,64,A1
0.55,1.9,54,53,57,A2
0.55,0.64,47,46,64,A1
2.77,1.9,42,50,54,B4
2.77,1.9,44,57,54,B4
0.55,0.64,49,46,64,A1
3.88,0.64,40,44,55,C2
2.77,0.64,51,42,61,B3
1.66,3.17,41,51,48,B2
3.88,3.17,50,55,52,C4
0.55,1.9,42,58,58,A2
1.66,3.17,39,53,44,B2
3.88,1.9,54,44,50,C3
1.66,3.17,37,52,41,B2
0.55,0.64,54,42,63,A1
3.88,1.9,54,48,50,C3
0.55,0.64,48,46,56,A1
0.55,0.64,57,42,61,A1
3.88,3.17,56,56,51,C4
2.77,3.17,50,52,62,C1
2.77,3.17,50,50,62,C1
2.77,3.17,50,51,56,C1
0.55,3.17,43,45,62,A3
2.77,3.17,53,58,64,C1
0.55,1.9,41,58,68,A2
2.77,3.17,52,49,64,C1
2.77,0.64,58,43,63,B3
2.77,3.17,45,50,56,C1
1.66,3.17,37,55,35,B2
2.77,1.9,53,51,53,B4
0.55,0.64,50,41,63,A1
2.77,1.9,50,50,62,B4
3.88,1.9,40,48,50,C3
2.77,0.64,51,46,61,B3
2.77,3.17,46,50,61,C1
2.77,3.17,42,50,61,C1
3.88,3.17,57,57,51,C4
3.88,3.17,58,60,50,C4
2.77,0.64,49,47,56,B3
3.88,1.9,53,50,50,C3
2.77,3.17,43,55,62,C1
3.88,3.17,56,55,51,C4
3.88,3.17,55,55,52,C4
2.77,0.64,53,44,60,B3
2.77,0.64,47,48,60,B3
0.55,0.64,40,42,61,A1
2.77,0.64,45,49,64,B3
2.77,1.9,43,43,55,B4
1.66,3.17,38,61,40,B2
2.77,3.17,47,50,62,C1
2.77,1.9,52,52,55,B4
1.66,1.9,40,62,42,B1
3.88,3.17,55,54,52,C4
1.66,3.17,38,63,38,B2
2.77,0.64,43,42,55,B3
0.55,1.9,50,54,56,A2
2.77,3.17,49,49,56,C1
3.88,3.17,55,57,52,C4
1.66,3.17,44,53,39,B2
2.77,3.17,55,51,62,C1
3.88,3.17,54,59,52,C4
3.88,1.9,54,47,51,C3
3.88,1.9,46,47,59,C3
2.77,0.64,50,45,58,B3
1.66,3.17,39,52,38,B2
0.55,0.64,44,43,64,A1
3.88,3.17,55,56,52,C4
2.77,1.9,50,51,54,B4
2.77,0.64,49,45,55,B3
0.55,1.9,39,47,58,A2
2.77,0.64,55,43,45,B3
0.55,0.64,46,56,66,A1
1.66,3.17,42,63,47,B2
0.55,0.64,46,43,63,A1
3.88,1.9,39,61,50,C3
1.66,3.17,40,62,44,B2
0.55,0.64,43,43,56,A1
3.88,0.64,45,47,61,C2
1.66,3.17,40,50,50,B2
3.88,3.17,54,55,52,C4
0.55,1.9,40,60,42,A2
1.66,3.17,38,62,47,B2
1.66,3.17,36,54,32,B2
0.55,1.9,48,55,46,A2
2.77,1.9,49,59,53,B4
2.77,1.9,50,53,43,B4
3.88,1.9,56,46,50,C3
1.66,0.64,47,46,56,A4
1.66,3.17,41,61,38,B2
3.88,3.17,56,61,52,C4
1.66,0.64,45,48,55,A4
2.77,0.64,55,41,62,B3
2.77,0.64,58,44,55,B3
0.55,0.64,57,44,66,A1
2.77,0.64,50,47,54,B3
3.88,1.9,44,48,51,C3
2.77,3.17,42,61,61,C1
