x,y,RSSIA,RSSIB,RSSIC,RP
0.55,0.64,47,40,62,A1
2.77,3.17,45,48,56,C1
0.55,0.64,54,42,64,A1
3.88,0.64,55,45,64,C2
2.77,1.9,43,49,63,B4
3.88,3.17,56,56,52,C4
0.55,1.9,51,58,57,A2
3.88,3.17,56,56,52,C4
3.88,1.9,51,47,55,C3
3.88,0.64,43,55,51,C2
3.88,3.17,54,53,51,C4
3.88,3.17,56,55,52,C4
1.66,1.9,47,50,51,B1
3.88,1.9,41,42,49,C3
2.77,1.9,49,50,56,B4
0.55,0.64,54,42,62,A1
3.88,1.9,51,49,51,C3
3.88,1.9,56,57,52,C3
0.55,0.64,56,52,67,A1
3.88,1.9,44,45,49,C3
0.55,0.64,51,44,65,A1
3.88,3.17,56,59,52,C4
1.66,3.17,43,62,41,B2
2.77,1.9,38,49,59,B4
2.77,1.9,47,50,62,B4
3.88,3.17,55,54,51,C4
3.88,1.9,47,46,50,C3
0.55,0.64,51,44,63,A1
3.88,3.17,56,54,51,C4
2.77,0.64,52,44,65,B3
0.55,0.64,56,42,63,A1
2.77,3.17,48,56,62,C1
2.77,0.64,57,46,65,B3
0.55,1.9,42,55,57,A2
3.88,0.64,45,55,50,C2
0.55,0.64,49,48,61,A1
1.66,3.17,57,50,51,B2
2.77,0.64,41,44,53,B3
0.55,0.64,49,42,57,A1
0.55,0.64,43,43,62,A1
1.66,3.17,40,56,51,B2
2.77,1.9,40,54,51,B4
3.88,0.64,44,45,50,C2
0.55,1.9,42,54,47,A2
2.77,0.64,50,46,66,B3
3.88,1.9,42,48,50,C3
3.88,3.17,44,55,51,C4
0.55,1.9,45,53,56,A2
3.88,3.17,56,65,52,C4
3.88,3.17,57,57,51,C4
1.66,1.9,42,53,55,B1
3.88,3.17,57,50,52,C4
2.77,3.17,49,50,65,C1
3.88,3.17,57,55,53,C4
2.77,0.64,45,46,63,B3
3.88,3.17,58,56,52,C4
0.55,1.9,42,48,54,A2
3.88,1.9,49,49,43,C3
3.88,3.17,56,55,52,C4
1.66,1.9,45,65,50,B1
0.55,1.9,43,55,56,A2
1.66,0.64,46,45,55,A4
2.77,1.9,39,49,64,B4
0.55,1.9,39,55,58,A2
3.88,1.9,48,58,52,C3
3.88,0.64,43,45,64,C2
3.88,3.17,45,47,59,C4
2.77,3.17,42,49,61,C1
3.88,3.17,55,54,51,C4
0.55,1.9,44,57,54,A2
2.77,1.9,49,51,63,B4
3.88,1.9,46,45,50,C3
1.66,3.17,43,54,47,B2
2.77,0.64,50,51,56,B3
1.66,3.17,41,61,46,B2
1.66,3.17,41,64,48,B2
3.88,3.17,57,56,52,C4
3.88,1.9,54,45,51,C3
2.77,0.64,56,45,61,B3
0.55,0.64,49,40,61,A1
2.77,1.9,49,64,54,B4
1.66,0.64,51,43,61,A4
2.77,0.64,46,43,62,B3
1.66,3.17,40,54,36,B2
2.77,0.64,50,50,60,B3
0.55,0.64,41,45,65,A1
3.88,3.17,57,55,51,C4
1.66,1.9,45,55,53,B1
2.77,3.17,45,50,44,C1
3.88,3.17,55,62,51,C4
2.77,0.64,47,42,66,B3
3.88,3.17,57,58,51,C4
0.55,0.64,50,44,61,A1
0.55,0.64,51,46,65,A1
3.88,3.17,43,55,51,C4
3.88,1.9,41,46,52,C3
3.88,1.9,48,46,50,C3
2.77,3.17,53,55,65,C1
3.88,3.17,56,53,51,C4
2.77,3.17,48,50,54,C1
3.88,1.9,55,47,51,C3
2.77,0.64,44,42,41,B3
0.55,1.9,53,47,44,A2
1.66,0.64,42,44,56,A4
3.88,1.9,44,55,50,C3
2.77,0.64,52,46,61,B3
1.66,3.17,39,67,46,B2
0.55,1.9,48,57,55,A2
2.77,3.17,40,51,64,C1
3.88,3.17,56,63,51,C4
2.77,0.64,51,44,63,B3
3.88,1.9,46,45,50,C3
1.66,0.64,47,41,59,A4
0.55,0.64,58,43,67,A1
2.77,0.64,46,45,59,B3
3.88,3.17,55,56,52,C4
3.88,3.17,42,62,50,C4
0.55,0.64,49,43,67,A1
0.55,1.9,44,55,56,A2
2.77,1.9,47,51,55,B4
0.55,0.64,49,42,65,A1
1.66,0.64,54,42,53,A4
2.77,0.64,55,41,61,B3
1.66,3.17,37,45,47,B2
2.77,0.64,54,45,61,B3
1.66,3.17,54,57,44,B2
2.77,1.9,40,50,50,B4
3.88,1.9,42,63,50,C3
2.77,3.17,47,51,62,C1
2.77,0.64,52,42,61,B3
0.55,0.64,58,44,66,A1
3.88,3.17,54,59,51,C4
0.55,1.9,38,52,47,A2
3.88,0.64,56,51,51,C2
3.88,3.17,57,64,51,C4
2.77,1.9,50,58,62,B4
3.88,3.17,43,56,52,C4
3.88,1.9,41,45,51,C3
3.88,3.17,56,46,52,C4
3.88,1.9,40,46,51,C3
3.88,3.17,56,55,51,C4
2.77,3.17,48,50,62,C1
1.66,1.9,40,60,56,B1
3.88,3.17,56,59,52,C4
2.77,0.64,48,42,61,B3
3.88,3.17,55,60,52,C4
3.88,0.64,54,46,62,C2
0.55,0.64,41,40,62,A1
3.88,3.17,56,53,51,C4
0.55,0.64,43,44,61,A1
0.55,0.64,47,45,65,A1
2.77,0.64,44,44,61,B3
2.77,0.64,52,47,58,B3
0.55,0.64,46,41,65,A1
0.55,0.64,46,46,62,A1
0.55,1.9,42,55,54,A2
3.88,3.17,55,60,51,C4
0.55,1.9,50,54,55,A2
0.55,0.64,45,42,65,A1
0.55,0.64,50,42,62,A1
2.77,0.64,46,47,54,B3
0.55,0.64,54,42,63,A1
1.66,3.17,43,50,39,B2
2.77,0.64,47,43,61,B3
0.55,1.9,46,57,39,A2
3.88,3.17,46,53,52,C4
0.55,1.9,41,54,39,A2
3.88,3.17,55,55,52,C4
2.77,1.9,49,50,65,B4
2.77,1.9,48,52,62,B4
2.77,0.64,54,47,65,B3
3.88,1.9,42,48,50,C3
2.77,1.9,45,45,53,B4
2.77,3.17,46,44,60,C1
2.77,3.17,46,52,61,C1
3.88,3.17,53,46,52,C4
2.77,0.64,48,51,58,B3
2.77,1.9,48,55,38,B4
2.77,1.9,51,48,65,B4
0.55,1.9,44,44,55,A2
2.77,1.9,49,54,56,B4
3.88,1.9,51,55,51,C3
2.77,0.64,52,45,61,B3
0.55,1.9,52,54,56,A2
3.88,1.9,45,48,50,C3
2.77,0.64,54,47,59,B3
3.88,3.17,56,54,52,C4
0.55,0.64,47,44,63,A1
2.77,0.64,53,41,63,B3
0.55,0.64,49,56,65,A1
2.77,1.9,42,53,45,B4
1.66,3.17,44,61,41,B2
2.77,0.64,53,46,56,B3
2.77,1.9,50,55,56,B4
3.88,3.17,57,48,52,C4
1.66,3.17,37,63,48,B2
0.55,1.9,38,57,51,A2
2.77,3.17,56,50,62,C1
3.88,1.9,42,48,49,C3
2.77,1.9,44,54,56,B4
2.77,0.64,54,45,55,B3
0.55,1.9,49,53,63,A2
0.55,1.9,38,56,56,A2
3.88,1.9,41,46,51,C3
2.77,0.64,54,45,62,B3
2.77,1.9,52,51,39,B4
0.55,1.9,48,55,64,A2
0.55,0.64,52,44,65,A1
3.88,3.17,56,57,51,C4
0.55,1.9,44,46,57,A2
0.55,1.9,41,55,56,A2
3.88,3.17,59,56,53,C4
0.55,0.64,57,42,62,A1
2.77,0.64,53,44,63,B3
2.77,1.9,44,55,54,B4
2.77,0.64,55,51,63,B3
3.88,3.17,54,53,52,C4
3.88,0.64,45,49,51,C2
2.77,1.9,49,51,54,B4
2.77,0.64,52,42,61,B3
3.88,3.17,48,54,50,C4
2.77,0.64,52,45,65,B3
3.88,3.17,56,59,50,C4
3.88,3.17,55,54,52,C4
2.77,1.9,46,52,55,B4
2.77,0.64,58,41,60,B3
3.88,1.9,40,44,51,C3
3.88,3.17,57,56,51,C4
3.88,1.9,40,49,50,C3
3.88,3.17,56,54,51,C4
3.88,3.17,55,57,52,C4
3.88,3.17,56,55,51,C4
3.88,0.64,42,49,51,C2
1.66,1.9,44,55,57,B1
2.77,3.17,51,49,56,C1
2.77,1.9,49,56,55,B4
1.66,1.9,42,49,39,B1
3.88,3.17,55,53,52,C4
2.77,1.9,48,50,56,B4
0.55,1.9,44,56,68,A2
0.55,1.9,43,55,67,A2
0.55,0.64,48,43,63,A1
2.77,1.9,54,48,51,B4
1.66,3.17,41,49,43,B2
3.88,1.9,38,49,51,C3
2.77,1.9,42,54,54,B4
1.66,0.64,56,41,56,A4
2.77,3.17,50,49,65,C1
3.88,3.17,56,53,52,C4
0.55,1.9,41,51,54,A2
0.55,0.64,55,43,62,A1
1.66,3.17,43,62,40,B2
3.88,0.64,55,57,52,C2
3.88,0.64,53,43,42,C2
2.77,3.17,48,49,62,C1
2.77,0.64,54,47,64,B3
3.88,1.9,55,45,60,C3
3.88,1.9,54,47,50,C3
2.77,3.17,47,51,66,C1
2.77,3.17,52,48,55,C1
2.77,1.9,45,52,54,B4
3.88,1.9,49,47,51,C3
0.55,1.9,41,59,55,A2
3.88,3.17,57,55,51,C4
3.88,1.9,44,49,51,C3
2.77,0.64,45,44,61,B3
3.88,1.9,47,61,54,C3
1.66,0.64,42,50,43,A4
2.77,1.9,41,48,65,B4
3.88,3.17,57,62,51,C4
3.88,1.9,55,48,51,C3
2.77,3.17,47,50,64,C1
2.77,0.64,53,41,61,B3
0.55,0.64,55,43,67,A1
3.88,3.17,56,55,51,C4
2.77,1.9,52,50,62,B4
3.88,3.17,57,54,50,C4
2.77,3.17,47,49,55,C1
3.88,3.17,57,45,51,C4
0.55,0.64,46,45,64,A1
2.77,3.17,45,50,56,C1
2.77,0.64,50,45,59,B3
1.66,1.9,46,56,40,B1
3.88,3.17,55,56,52,C4
0.55,0.64,39,44,63,A1
0.55,1.9,46,56,55,A2
3.88,1.9,57,46,50,C3
2.77,1.9,41,45,42,B4
0.55,1.9,40,55,42,A2
1.66,3.17,39,62,50,B2
2.77,0.64,52,45,65,B3
3.88,0.64,43,45,51,C2
3.88,0.64,47,56,54,C2
3.88,1.9,56,47,51,C3
3.88,0.64,51,45,42,C2
0.55,1.9,49,55,64,A2
2.77,1.9,43,52,56,B4
2.77,3.17,52,59,54,C1
0.55,1.9,38,58,57,A2
3.88,3.17,57,56,51,C4
3.88,1.9,46,48,51,C3
3.88,3.17,56,55,52,C4
1.66,1.9,47,53,54,B1
1.66,0.64,50,45,57,A4
3.88,1.9,42,46,50,C3
3.88,1.9,44,46,51,C3
0.55,0.64,43,46,62,A1
2.77,0.64,54,46,53,B3
3.88,0.64,42,49,50,C2
3.88,3.17,57,52,51,C4
0.55,0.64,51,54,60,A1
3.88,1.9,57,46,50,C3
3.88,3.17,55,58,52,C4
2.77,0.64,52,46,61,B3
0.55,0.64,48,43,62,A1
3.88,1.9,54,48,51,C3
2.77,1.9,38,46,39,B4
2.77,3.17,43,51,64,C1
2.77,0.64,53,50,63,B3
0.55,0.64,55,54,63,A1
2.77,3.17,50,51,61,C1
3.88,0.64,43,57,50,C2
0.55,1.9,43,56,35,A2
0.55,3.17,39,51,48,A3
2.77,3.17,41,51,63,C1
3.88,3.17,55,56,53,C4
2.77,1.9,49,49,65,B4
0.55,0.64,50,47,63,A1
2.77,3.17,51,50,63,C1
2.77,1.9,41,48,56,B4
3.88,1.9,49,46,52,C3
3.88,3.17,55,53,50,C4
0.55,0.64,42,43,55,A1
3.88,3.17,53,53,51,C4
2.77,0.64,50,44,56,B3
0.55,0.64,58,43,66,A1
3.88,3.17,55,50,51,C4
2.77,0.64,52,46,62,B3
0.55,1.9,47,55,56,A2
0.55,1.9,44,43,47,A2
0.55,1.9,43,56,57,A2
3.88,3.17,53,57,52,C4
2.77,3.17,46,51,64,C1
0.55,1.9,44,55,64,A2
0.55,1.9,43,60,37,A2
2.77,0.64,40,57,63,B3
2.77,1.9,52,59,54,B4
2.77,0.64,50,48,61,B3
2.77,0.64,48,43,65,B3
1.66,3.17,42,55,39,B2
1.66,3.17,42,55,41,B2
2.77,1.9,51,54,55,B4
2.77,3.17,37,51,63,C1
0.55,1.9,42,61,54,A2
3.88,3.17,43,59,51,C4
0.55,1.9,41,53,55,A2
0.55,0.64,51,45,66,A1
2.77,3.17,48,51,51,C1
0.55,1.9,45,54,62,A2
2.77,3.17,46,51,64,C1
3.88,3.17,58,62,52,C4
2.77,1.9,53,56,55,B4
2.77,3.17,51,51,56,C1
0.55,0.64,50,45,63,A1
0.55,0.64,43,46,62,A1
0.55,0.64,49,42,67,A1
3.88,1.9,50,49,52,C3
1.66,0.64,51,42,62,A4
3.88,3.17,55,57,52,C4
0.55,0.64,48,43,64,A1
0.55,0.64,50,61,59,A1
3.88,1.9,40,55,50,C3
2.77,3.17,46,51,64,C1
3.88,3.17,50,57,51,C4
2.77,1.9,42,56,55,B4
3.88,3.17,54,54,52,C4
0.55,0.64,54,40,66,A1
0.55,1.9,41,56,68,A2
3.88,3.17,53,59,51,C4
0.55,1.9,46,52,57,A2
2.77,3.17,49,52,55,C1
0.55,1.9,50,57,56,A2
0.55,0.64,55,55,52,A1
0.55,0.64,48,44,64,A1
1.66,3.17,44,48,56,B2
1.66,3.17,42,51,42,B2
3.88,0.64,53,45,61,C2
0.55,0.64,52,47,61,A1
3.88,3.17,53,55,51,C4
3.88,3.17,55,53,52,C4
2.77,0.64,49,46,60,B3
2.77,3.17,55,51,54,C1
3.88,1.9,45,49,38,C3
3.88,3.17,46,51,51,C4
3.88,3.17,56,57,52,C4
2.77,0.64,52,44,63,B3
0.55,1.9,46,51,57,A2
3.88,3.17,56,54,51,C4
3.88,3.17,59,55,51,C4
0.55,0.64,42,45,62,A1
0.55,1.9,42,54,55,A2
3.88,1.9,55,46,49,C3
1.66,1.9,39,57,44,B1
3.88,1.9,47,49,50,C3
0.55,1.9,46,54,57,A2
2.77,1.9,42,50,63,B4
2.77,0.64,49,46,62,B3
2.77,3.17,36,50,62,C1
2.77,0.64,47,50,62,B3
3.88,3.17,58,56,52,C4
3.88,1.9,38,45,51,C3
0.55,0.64,56,40,66,A1
2.77,0.64,52,62,63,B3
0.55,1.9,48,51,58,A2
2.77,0.64,52,47,62,B3
3.88,3.17,56,55,51,C4
2.77,0.64,53,41,62,B3
0.55,1.9,45,55,63,A2
2.77,1.9,45,48,45,B4
2.77,1.9,39,53,56,B4
0.55,1.9,51,47,59,A2
3.88,1.9,55,46,50,C3
0.55,1.9,42,62,43,A2
3.88,1.9,41,46,51,C3
0.55,0.64,47,46,64,A1
0.55,0.64,50,41,65,A1
3.88,3.17,55,54,51,C4
0.55,1.9,41,56,63,A2
3.88,3.17,55,55,51,C4
0.55,1.9,49,50,54,A2
2.77,1.9,42,50,55,B4
3.88,3.17,46,45,50,C4
3.88,3.17,53,55,51,C4
3.88,1.9,51,45,49,C3
2.77,0.64,53,45,62,B3
2.77,0.64,53,45,61,B3
2.77,0.64,44,49,57,B3
0.55,3.17,41,55,51,A3
1.66,1.9,42,46,50,B1
3.88,0.64,56,46,60,C2
3.88,3.17,54,58,52,C4
2.77,3.17,41,50,56,C1
3.88,0.64,53,42,50,C2
3.88,3.17,48,58,51,C4
3.88,1.9,48,48,51,C3
2.77,0.64,51,44,64,B3
3.88,3.17,57,53,50,C4
1.66,3.17,38,57,50,B2
3.88,3.17,57,44,51,C4
2.77,0.64,44,43,64,B3
3.88,1.9,49,45,50,C3
3.88,3.17,56,55,50,C4
2.77,1.9,49,49,56,B4
3.88,1.9,55,49,42,C3
0.55,0.64,41,41,61,A1
2.77,0.64,50,44,55,B3
2.77,0.64,51,51,57,B3
2.77,1.9,50,56,57,B4
3.88,3.17,55,58,51,C4
0.55,1.9,51,55,56,A2
0.55,0.64,50,45,64,A1
3.88,1.9,44,44,50,C3
3.88,1.9,47,47,50,C3
3.88,3.17,55,58,47,C4
3.88,0.64,41,47,51,C2
1.66,3.17,42,59,45,B2
2.77,0.64,54,46,60,B3
1.66,0.64,42,47,53,A4
2.77,0.64,57,47,58,B3
3.88,1.9,43,46,50,C3
3.88,3.17,57,55,50,C4
0.55,0.64,48,42,63,A1
3.88,0.64,56,47,49,C2
3.88,1.9,52,46,50,C3
3.88,1.9,46,46,51,C3
0.55,0.64,44,46,54,A1
2.77,3.17,37,47,56,C1
3.88,1.9,42,46,52,C3
3.88,3.17,55,57,51,C4
3.88,1.9,47,54,55,C3
0.55,1.9,52,54,56,A2
3.88,1.9,39,45,51,C3
0.55,0.64,48,43,64,A1
2.77,3.17,51,50,55,C1
1.66,3.17,40,60,47,B2
0.55,0.64,49,46,64,A1
0.55,0.64,53,42,63,A1
3.88,3.17,55,61,51,C4
3.88,0.64,51,46,61,C2
3.88,1.9,55,46,51,C3
2.77,1.9,50,52,55,B4
0.55,1.9,53,57,63,A2
3.88,1.9,42,49,50,C3
1.66,0.64,50,48,59,A4
2.77,0.64,53,44,62,B3
2.77,0.64,53,41,66,B3
3.88,1.9,43,47,50,C3
2.77,1.9,55,50,55,B4
3.88,3.17,56,53,51,C4
3.88,1.9,55,56,50,C3
3.88,0.64,43,46,52,C2
3.88,1.9,40,47,52,C3
2.77,3.17,43,49,56,C1
2.77,0.64,50,44,67,B3
0.55,1.9,44,56,39,A2
3.88,3.17,47,52,52,C4
2.77,1.9,42,54,55,B4
0.55,0.64,53,45,64,A1
3.88,1.9,39,48,51,C3
2.77,3.17,42,49,61,C1
2.77,0.64,47,43,62,B3
3.88,3.17,54,56,52,C4
1.66,3.17,41,58,40,B2
0.55,0.64,55,43,62,A1
0.55,0.64,57,44,67,A1
2.77,0.64,46,44,55,B3
3.88,3.17,56,57,51,C4
2.77,0.64,54,45,62,B3
2.77,0.64,52,45,63,B3
1.66,3.17,40,45,39,B2
1.66,3.17,41,61,51,B2
3.88,3.17,55,57,51,C4
0.55,0.64,51,43,61,A1
3.88,0.64,47,44,60,C2
2.77,0.64,50,47,60,B3
2.77,3.17,50,51,55,C1
0.55,0.64,51,46,61,A1
2.77,0.64,49,45,64,B3
3.88,3.17,56,60,52,C4
3.88,1.9,46,50,50,C3
0.55,1.9,42,56,55,A2
3.88,3.17,57,55,50,C4
2.77,1.9,42,50,55,B4
2.77,1.9,43,51,62,B4
3.88,1.9,46,57,54,C3
3.88,1.9,44,44,50,C3
0.55,0.64,53,43,65,A1
0.55,1.9,46,55,63,A2
1.66,3.17,56,61,52,B2
0.55,0.64,38,60,41,A1
3.88,1.9,42,45,51,C3
0.55,1.9,48,58,55,A2
0.55,0.64,48,43,62,A1
2.77,3.17,39,49,55,C1
2.77,1.9,50,49,62,B4
1.66,3.17,41,63,40,B2
2.77,0.64,44,42,62,B3
3.88,3.17,54,56,51,C4
2.77,0.64,51,45,64,B3
3.88,3.17,55,55,52,C4
0.55,1.9,57,55,55,A2
0.55,1.9,46,56,56,A2
1.66,3.17,39,59,37,B2
3.88,3.17,56,56,52,C4
0.55,0.64,56,45,68,A1
3.88,3.17,54,52,52,C4
2.77,1.9,44,50,66,B4
2.77,1.9,41,53,37,B4
2.77,3.17,46,50,54,C1
3.88,0.64,51,45,63,C2
0.55,0.64,46,44,56,A1
3.88,0.64,54,46,63,C2
0.55,1.9,41,55,56,A2
3.88,1.9,51,47,53,C3
2.77,1.9,43,51,55,B4
3.88,0.64,49,48,50,C2
3.88,1.9,48,43,54,C3
2.77,0.64,54,44,63,B3
2.77,3.17,48,54,65,C1
0.55,0.64,46,46,38,A1
2.77,3.17,48,53,54,C1
0.55,0.64,47,43,64,A1
2.77,0.64,47,46,60,B3
1.66,0.64,41,45,60,A4
1.66,3.17,40,60,41,B2
2.77,1.9,50,51,58,B4
3.88,3.17,56,54,51,C4
2.77,3.17,48,50,63,C1
0.55,0.64,51,44,66,A1
3.88,1.9,54,45,51,C3
0.55,0.64,50,44,39,A1
3.88,3.17,54,60,52,C4
2.77,1.9,50,49,53,B4
2.77,3.17,46,51,63,C1
0.55,0.64,54,40,64,A1
