x,y,RSSIA,RSSIB,RSSIC,RP
2.77,1.9,48,56,51,B4
3.88,3.17,57,52,50,C4
3.88,3.17,49,48,72,C4
1.66,1.9,58,45,33,B1
0.55,0.64,49,45,60,A1
0.55,1.9,55,47,37,A2
2.77,3.17,47,48,52,C1
3.88,0.64,27,40,61,C2
1.66,1.9,55,44,44,B1
1.66,0.64,59,45,58,A4
1.66,1.9,58,29,51,B1
1.66,0.64,57,45,46,A4
1.66,3.17,48,47,74,B2
0.55,3.17,53,54,42,A3
1.66,0.64,53,48,80,A4
3.88,0.64,44,43,50,C2
3.88,3.17,52,27,61,C4
1.66,0.64,59,47,46,A4
0.55,1.9,56,44,44,A2
0.55,1.9,51,37,52,A2
2.77,0.64,38,50,68,B3
3.88,0.64,57,49,58,C2
1.66,1.9,58,47,61,B1
2.77,3.17,52,46,59,C1
2.77,1.9,42,50,70,B4
2.77,1.9,50,52,54,B4
0.55,1.9,52,55,62,A2
2.77,0.64,57,54,50,B3
2.77,0.64,57,52,58,B3
3.88,3.17,52,43,64,C4
3.88,3.17,61,46,35,C4
1.66,1.9,55,67,60,B1
3.88,3.17,20,48,59,C4
1.66,0.64,13,55,53,A4
1.66,3.17,56,40,44,B2
0.55,0.64,48,42,54,A1
3.88,3.17,61,46,57,C4
3.88,1.9,53,42,61,C3
1.66,3.17,20,38,43,B2
1.66,1.9,50,43,47,B1
1.66,0.64,53,49,74,A4
1.66,3.17,46,51,37,B2
0.55,3.17,46,49,53,A3
2.77,3.17,60,44,36,C1
2.77,1.9,53,53,72,B4
2.77,0.64,48,51,50,B3
3.88,1.9,50,53,55,C3
3.88,1.9,58,40,47,C3
3.88,3.17,45,52,33,C4
3.88,0.64,44,42,63,C2
2.77,0.64,23,47,52,B3
1.66,1.9,51,45,58,B1
0.55,3.17,39,42,54,A3
3.88,3.17,35,47,51,C4
1.66,1.9,44,37,61,B1
0.55,3.17,41,49,49,A3
2.77,3.17,55,38,60,C1
3.88,3.17,41,49,53,C4
3.88,3.17,56,51,64,C4
2.77,3.17,58,49,54,C1
1.66,1.9,43,38,52,B1
0.55,1.9,45,43,40,A2
1.66,0.64,40,46,59,A4
0.55,0.64,45,38,56,A1
0.55,3.17,54,43,28,A3
0.55,1.9,47,50,60,A2
1.66,0.64,51,40,55,A4
1.66,1.9,56,41,65,B1
2.77,3.17,54,39,51,C1
1.66,1.9,52,25,58,B1
0.55,0.64,47,45,53,A1
2.77,3.17,47,45,42,C1
1.66,0.64,45,59,49,A4
0.55,1.9,45,53,47,A2
3.88,0.64,56,51,48,C2
2.77,0.64,55,52,45,B3
3.88,1.9,54,47,65,C3
1.66,0.64,58,42,61,A4
0.55,1.9,57,56,53,A2
1.66,3.17,49,45,64,B2
1.66,0.64,44,45,52,A4
3.88,0.64,59,61,36,C2
2.77,0.64,57,50,42,B3
0.55,1.9,57,56,58,A2
0.55,3.17,47,44,32,A3
3.88,3.17,42,37,56,C4
2.77,3.17,54,23,32,C1
3.88,3.17,28,33,56,C4
0.55,1.9,45,43,38,A2
0.55,1.9,49,50,56,A2
1.66,3.17,55,52,64,B2
0.55,1.9,52,51,59,A2
0.55,1.9,40,50,51,A2
2.77,3.17,49,42,49,C1
0.55,0.64,48,47,67,A1
3.88,1.9,46,58,58,C3
0.55,0.64,56,47,57,A1
3.88,3.17,56,65,60,C4
0.55,3.17,56,46,42,A3
2.77,3.17,52,39,63,C1
1.66,1.9,61,33,50,B1
3.88,1.9,52,44,49,C3
0.55,0.64,53,30,50,A1
1.66,1.9,47,33,62,B1
3.88,0.64,60,59,71,C2
1.66,3.17,50,54,62,B2
3.88,1.9,50,54,45,C3
0.55,3.17,47,52,37,A3
1.66,3.17,47,47,40,B2
1.66,3.17,40,41,48,B2
3.88,3.17,57,62,54,C4
1.66,3.17,51,41,48,B2
0.55,1.9,47,45,41,A2
3.88,3.17,56,49,44,C4
2.77,1.9,55,41,62,B4
1.66,1.9,37,54,33,B1
1.66,0.64,55,48,66,A4
3.88,0.64,60,44,45,C2
1.66,0.64,53,44,45,A4
2.77,3.17,41,48,45,C1
0.55,3.17,52,44,36,A3
3.88,1.9,44,42,72,C3
0.55,0.64,56,51,28,A1
3.88,0.64,47,46,38,C2
0.55,3.17,56,62,76,A3
1.66,1.9,54,44,52,B1
3.88,0.64,42,41,76,C2
3.88,0.64,49,26,77,C2
0.55,1.9,54,38,58,A2
2.77,3.17,36,39,68,C1
3.88,1.9,59,59,46,C3
1.66,3.17,46,38,55,B2
1.66,0.64,43,54,60,A4
2.77,0.64,52,41,59,B3
0.55,0.64,49,44,61,A1
0.55,1.9,52,47,45,A2
3.88,0.64,50,45,63,C2
0.55,1.9,44,38,79,A2
0.55,1.9,51,42,53,A2
1.66,0.64,36,50,46,A4
0.55,3.17,43,58,41,A3
3.88,0.64,56,52,54,C2
0.55,0.64,49,44,61,A1
1.66,1.9,48,47,62,B1
3.88,0.64,39,68,58,C2
0.55,1.9,37,51,44,A2
3.88,1.9,21,43,58,C3
0.55,0.64,49,41,48,A1
0.55,0.64,53,42,65,A1
3.88,3.17,33,45,55,C4
3.88,1.9,58,42,53,C3
2.77,1.9,54,52,51,B4
3.88,1.9,58,60,53,C3
1.66,3.17,55,50,44,B2
0.55,0.64,53,48,43,A1
3.88,0.64,52,62,40,C2
1.66,1.9,49,45,66,B1
2.77,0.64,44,42,56,B3
1.66,1.9,48,59,45,B1
1.66,3.17,53,46,62,B2
1.66,0.64,49,53,48,A4
0.55,1.9,59,29,45,A2
1.66,3.17,48,45,54,B2
0.55,3.17,39,40,62,A3
3.88,0.64,38,56,41,C2
2.77,3.17,46,45,40,C1
2.77,0.64,58,49,46,B3
2.77,0.64,57,44,54,B3
1.66,1.9,56,38,54,B1
3.88,0.64,56,42,47,C2
0.55,0.64,50,51,48,A1
0.55,3.17,59,49,57,A3
2.77,1.9,48,45,65,B4
0.55,3.17,37,53,48,A3
1.66,1.9,54,45,53,B1
2.77,0.64,50,43,59,B3
0.55,0.64,34,35,37,A1
3.88,1.9,52,60,73,C3
3.88,1.9,43,54,43,C3
0.55,3.17,45,38,62,A3
0.55,0.64,51,41,48,A1
3.88,3.17,40,40,60,C4
1.66,1.9,23,51,62,B1
1.66,3.17,56,38,60,B2
0.55,3.17,53,42,65,A3
2.77,1.9,53,39,57,B4
3.88,3.17,58,55,61,C4
0.55,1.9,39,41,48,A2
2.77,3.17,58,46,54,C1
1.66,3.17,9,40,55,B2
3.88,3.17,54,30,48,C4
1.66,3.17,42,56,44,B2
1.66,3.17,55,47,49,B2
3.88,1.9,59,57,31,C3
2.77,1.9,52,50,52,B4
0.55,3.17,60,52,53,A3
0.55,0.64,40,47,43,A1
0.55,1.9,50,55,60,A2
3.88,3.17,43,42,63,C4
3.88,3.17,50,41,54,C4
0.55,3.17,46,44,44,A3
2.77,3.17,40,22,59,C1
3.88,1.9,50,53,62,C3
3.88,3.17,51,43,62,C4
1.66,3.17,59,44,54,B2
0.55,0.64,48,45,53,A1
3.88,1.9,55,65,56,C3
3.88,3.17,43,47,56,C4
1.66,0.64,43,46,41,A4
1.66,1.9,49,40,72,B1
3.88,0.64,55,43,49,C2
2.77,0.64,37,40,59,B3
2.77,0.64,42,55,71,B3
1.66,0.64,34,51,52,A4
1.66,1.9,51,41,26,B1
0.55,0.64,54,48,53,A1
0.55,0.64,55,40,66,A1
3.88,3.17,44,46,46,C4
3.88,3.17,36,47,54,C4
0.55,1.9,49,43,49,A2
1.66,0.64,55,42,55,A4
1.66,3.17,43,45,61,B2
0.55,3.17,55,48,62,A3
2.77,1.9,16,47,47,B4
2.77,0.64,25,60,47,B3
2.77,0.64,45,48,46,B3
3.88,1.9,55,41,58,C3
3.88,3.17,56,52,45,C4
0.55,1.9,46,44,51,A2
3.88,1.9,53,41,62,C3
3.88,1.9,38,42,64,C3
3.88,0.64,60,37,48,C2
2.77,0.64,52,45,59,B3
0.55,3.17,54,63,44,A3
2.77,1.9,55,44,44,B4
2.77,0.64,44,65,46,B3
1.66,0.64,49,53,63,A4
2.77,1.9,53,52,51,B4
3.88,3.17,54,70,30,C4
1.66,3.17,45,23,45,B2
2.77,0.64,53,52,59,B3
0.55,3.17,55,46,58,A3
0.55,3.17,46,36,70,A3
2.77,3.17,55,45,60,C1
0.55,3.17,44,53,27,A3
3.88,1.9,52,41,78,C3
0.55,0.64,54,49,71,A1
3.88,0.64,55,52,49,C2
3.88,3.17,56,39,47,C4
0.55,0.64,43,42,37,A1
2.77,1.9,56,43,57,B4
3.88,0.64,61,72,45,C2
3.88,0.64,44,57,47,C2
3.88,3.17,54,45,45,C4
3.88,1.9,52,46,46,C3
2.77,3.17,46,29,55,C1
3.88,3.17,58,64,50,C4
2.77,3.17,45,55,41,C1
0.55,3.17,38,42,68,A3
3.88,0.64,42,50,49,C2
1.66,0.64,52,43,52,A4
1.66,0.64,45,37,42,A4
1.66,3.17,57,43,60,B2
2.77,1.9,62,58,54,B4
1.66,0.64,58,56,50,A4
0.55,3.17,41,52,61,A3
3.88,0.64,50,46,41,C2
1.66,1.9,47,41,55,B1
1.66,0.64,56,42,62,A4
3.88,0.64,49,42,47,C2
0.55,0.64,59,61,62,A1
1.66,1.9,59,63,30,B1
1.66,1.9,58,46,64,B1
3.88,1.9,48,20,62,C3
0.55,1.9,53,40,43,A2
1.66,1.9,57,42,58,B1
3.88,0.64,49,50,44,C2
2.77,3.17,47,52,65,C1
2.77,1.9,46,48,56,B4
0.55,0.64,51,58,44,A1
3.88,3.17,45,44,52,C4
2.77,1.9,45,36,51,B4
0.55,0.64,43,44,59,A1
3.88,0.64,54,56,50,C2
3.88,3.17,38,51,61,C4
0.55,3.17,53,39,55,A3
0.55,3.17,47,31,56,A3
0.55,3.17,20,42,55,A3
0.55,1.9,59,71,66,A2
3.88,3.17,44,51,52,C4
3.88,1.9,47,49,68,C3
1.66,3.17,51,49,49,B2
3.88,3.17,51,44,62,C4
1.66,1.9,56,33,54,B1
3.88,3.17,42,48,66,C4
0.55,0.64,51,25,54,A1
3.88,3.17,53,43,35,C4
2.77,0.64,42,50,46,B3
2.77,1.9,58,47,48,B4
1.66,1.9,40,54,67,B1
1.66,3.17,45,44,44,B2
3.88,0.64,47,29,41,C2
3.88,1.9,47,45,75,C3
1.66,1.9,57,49,62,B1
2.77,0.64,23,42,47,B3
3.88,3.17,50,46,55,C4
0.55,0.64,44,49,62,A1
3.88,1.9,42,42,64,C3
0.55,0.64,43,45,45,A1
1.66,0.64,60,47,61,A4
3.88,3.17,44,39,26,C4
2.77,0.64,57,48,52,B3
0.55,1.9,37,35,60,A2
3.88,1.9,58,43,55,C3
3.88,1.9,35,44,51,C3
1.66,0.64,48,34,60,A4
1.66,3.17,60,42,58,B2
2.77,3.17,53,46,43,C1
3.88,3.17,45,54,47,C4
1.66,1.9,56,50,53,B1
3.88,1.9,59,45,51,C3
3.88,3.17,51,56,71,C4
1.66,0.64,53,49,51,A4
0.55,1.9,59,45,41,A2
0.55,3.17,51,62,42,A3
0.55,1.9,46,48,45,A2
1.66,0.64,44,54,49,A4
1.66,3.17,56,59,43,B2
1.66,1.9,54,48,46,B1
0.55,0.64,45,50,59,A1
0.55,3.17,52,48,38,A3
2.77,1.9,51,62,56,B4
2.77,0.64,51,47,36,B3
3.88,1.9,52,58,26,C3
2.77,3.17,56,49,34,C1
3.88,1.9,46,44,53,C3
2.77,1.9,43,49,46,B4
1.66,0.64,45,47,41,A4
1.66,3.17,37,50,54,B2
2.77,0.64,51,47,51,B3
1.66,1.9,39,48,48,B1
3.88,3.17,58,41,49,C4
1.66,3.17,42,42,57,B2
1.66,1.9,30,41,28,B1
0.55,1.9,53,55,51,A2
0.55,1.9,59,39,61,A2
0.55,0.64,48,54,54,A1
2.77,1.9,52,65,62,B4
3.88,1.9,60,59,64,C3
1.66,0.64,56,49,57,A4
2.77,3.17,54,48,70,C1
0.55,3.17,46,43,47,A3
3.88,3.17,55,51,53,C4
2.77,3.17,52,47,60,C1
2.77,0.64,42,56,50,B3
2.77,0.64,51,51,35,B3
2.77,3.17,46,45,62,C1
0.55,0.64,35,67,42,A1
1.66,0.64,43,44,51,A4
0.55,1.9,44,40,58,A2
3.88,1.9,60,39,40,C3
0.55,1.9,47,44,57,A2
3.88,0.64,52,48,60,C2
3.88,3.17,51,61,52,C4
2.77,3.17,56,47,44,C1
1.66,0.64,45,65,53,A4
0.55,3.17,54,58,44,A3
3.88,0.64,55,52,49,C2
1.66,3.17,57,69,67,B2
1.66,0.64,47,49,57,A4
1.66,0.64,49,61,43,A4
3.88,0.64,49,61,38,C2
1.66,3.17,54,57,69,B2
2.77,0.64,49,43,59,B3
1.66,0.64,49,66,58,A4
3.88,0.64,56,46,45,C2
0.55,0.64,39,54,61,A1
1.66,0.64,35,47,56,A4
3.88,0.64,44,37,51,C2
1.66,1.9,54,54,63,B1
2.77,1.9,51,42,52,B4
2.77,1.9,60,52,44,B4
1.66,3.17,52,52,61,B2
0.55,1.9,44,45,56,A2
1.66,1.9,27,47,74,B1
0.55,1.9,50,58,54,A2
0.55,0.64,50,44,51,A1
1.66,1.9,57,60,79,B1
2.77,3.17,50,53,48,C1
1.66,0.64,48,45,62,A4
1.66,0.64,54,46,43,A4
3.88,1.9,49,55,71,C3
0.55,1.9,45,39,50,A2
1.66,1.9,60,54,29,B1
0.55,0.64,46,51,31,A1
1.66,3.17,59,56,60,B2
3.88,0.64,52,39,60,C2
3.88,3.17,51,50,50,C4
3.88,1.9,52,48,55,C3
2.77,0.64,60,46,43,B3
0.55,1.9,49,54,60,A2
3.88,3.17,45,45,51,C4
3.88,3.17,40,38,57,C4
2.77,0.64,54,44,46,B3
2.77,0.64,49,52,55,B3
3.88,3.17,48,44,56,C4
3.88,1.9,47,42,76,C3
2.77,0.64,46,51,52,B3
0.55,3.17,41,30,52,A3
2.77,0.64,46,55,44,B3
0.55,1.9,51,45,61,A2
1.66,3.17,43,59,59,B2
1.66,0.64,53,51,38,A4
2.77,3.17,54,40,52,C1
2.77,0.64,42,56,58,B3
2.77,3.17,46,46,62,C1
1.66,1.9,38,40,41,B1
0.55,1.9,47,54,58,A2
3.88,3.17,43,54,56,C4
2.77,3.17,34,46,55,C1
1.66,3.17,53,45,65,B2
2.77,0.64,58,54,35,B3
1.66,0.64,41,49,62,A4
2.77,3.17,47,54,63,C1
0.55,3.17,57,52,51,A3
1.66,1.9,50,47,58,B1
0.55,0.64,50,53,65,A1
2.77,0.64,57,43,43,B3
1.66,0.64,51,51,56,A4
2.77,0.64,52,54,42,B3
1.66,1.9,45,51,57,B1
1.66,1.9,51,57,54,B1
3.88,3.17,49,46,57,C4
2.77,3.17,54,43,55,C1
3.88,0.64,56,54,62,C2
3.88,0.64,55,27,55,C2
3.88,0.64,53,40,45,C2
3.88,3.17,45,48,53,C4
2.77,1.9,25,39,43,B4
3.88,3.17,53,50,71,C4
0.55,3.17,42,58,62,A3
1.66,0.64,60,45,51,A4
0.55,0.64,44,46,55,A1
2.77,1.9,42,41,63,B4
0.55,3.17,49,67,68,A3
3.88,0.64,53,57,63,C2
2.77,3.17,50,58,59,C1
0.55,3.17,47,66,43,A3
3.88,1.9,44,31,45,C3
0.55,3.17,35,40,76,A3
3.88,3.17,32,27,55,C4
2.77,1.9,45,42,44,B4
3.88,3.17,40,42,53,C4
0.55,1.9,49,46,49,A2
1.66,3.17,51,51,56,B2
0.55,3.17,45,42,61,A3
0.55,1.9,51,45,53,A2
0.55,0.64,58,45,47,A1
0.55,0.64,53,40,70,A1
0.55,3.17,47,51,61,A3
3.88,0.64,57,68,47,C2
3.88,0.64,51,47,48,C2
1.66,3.17,42,39,56,B2
2.77,1.9,59,54,48,B4
2.77,1.9,50,40,60,B4
1.66,0.64,49,51,70,A4
1.66,0.64,35,38,69,A4
3.88,3.17,54,63,56,C4
0.55,0.64,58,63,50,A1
3.88,0.64,53,46,56,C2
0.55,1.9,29,37,43,A2
0.55,0.64,44,46,58,A1
0.55,0.64,47,51,54,A1
0.55,3.17,44,25,60,A3
2.77,1.9,45,20,56,B4
1.66,3.17,59,40,49,B2
2.77,1.9,33,25,44,B4
3.88,0.64,29,49,47,C2
3.88,1.9,53,43,57,C3
3.88,0.64,46,61,54,C2
0.55,3.17,48,44,52,A3
3.88,3.17,56,51,59,C4
0.55,1.9,41,45,67,A2
3.88,3.17,38,47,77,C4
0.55,1.9,37,45,55,A2
0.55,1.9,33,40,57,A2
3.88,3.17,55,47,57,C4
0.55,1.9,44,46,66,A2
3.88,3.17,55,51,48,C4
1.66,3.17,46,61,61,B2
1.66,3.17,46,41,40,B2
3.88,0.64,58,39,70,C2
2.77,1.9,52,47,47,B4
3.88,1.9,12,47,59,C3
1.66,3.17,35,47,35,B2
0.55,1.9,48,60,39,A2
2.77,3.17,58,44,53,C1
0.55,0.64,39,31,55,A1
3.88,0.64,54,40,63,C2
1.66,1.9,44,44,42,B1
2.77,0.64,51,27,49,B3
2.77,3.17,52,49,59,C1
2.77,3.17,49,39,46,C1
2.77,3.17,57,66,30,C1
1.66,3.17,37,57,57,B2
1.66,3.17,39,37,57,B2
3.88,0.64,52,49,60,C2
0.55,1.9,52,67,65,A2
2.77,0.64,48,64,38,B3
1.66,3.17,51,58,55,B2
1.66,1.9,53,56,50,B1
2.77,0.64,42,49,53,B3
0.55,1.9,39,43,57,A2
3.88,3.17,58,58,53,C4
2.77,1.9,52,43,66,B4
2.77,0.64,57,41,51,B3
0.55,0.64,18,45,47,A1
3.88,0.64,49,58,42,C2
3.88,3.17,41,60,64,C4
3.88,3.17,31,28,55,C4
3.88,0.64,50,45,62,C2
3.88,0.64,43,37,59,C2
1.66,0.64,55,55,49,A4
1.66,0.64,58,55,63,A4
2.77,0.64,53,62,71,B3
2.77,0.64,55,44,43,B3
1.66,1.9,51,52,57,B1
1.66,1.9,45,57,51,B1
3.88,1.9,54,43,49,C3
2.77,3.17,61,48,61,C1
3.88,0.64,47,30,32,C2
0.55,3.17,60,62,45,A3
0.55,3.17,44,54,61,A3
2.77,1.9,35,48,51,B4
0.55,1.9,52,52,41,A2
2.77,1.9,57,45,62,B4
1.66,3.17,60,53,46,B2
2.77,0.64,56,35,58,B3
0.55,0.64,26,55,50,A1
1.66,0.64,41,43,57,A4
1.66,3.17,38,49,51,B2
1.66,1.9,43,40,71,B1
1.66,1.9,28,41,56,B1
2.77,0.64,58,37,59,B3
3.88,3.17,32,39,68,C4
2.77,3.17,41,45,63,C1
1.66,1.9,53,52,44,B1
0.55,3.17,38,50,59,A3
0.55,3.17,58,60,46,A3
1.66,1.9,54,51,44,B1
2.77,0.64,46,67,69,B3
2.77,1.9,33,53,53,B4
0.55,3.17,53,53,67,A3
3.88,1.9,53,38,62,C3
2.77,3.17,43,45,40,C1
3.88,3.17,57,49,59,C4
0.55,0.64,57,38,37,A1
0.55,1.9,55,53,33,A2
1.66,3.17,48,54,45,B2
1.66,1.9,53,29,76,B1
3.88,3.17,45,40,63,C4
1.66,3.17,49,52,43,B2
0.55,1.9,48,48,48,A2
3.88,1.9,51,56,63,C3
3.88,1.9,56,38,50,C3
1.66,0.64,55,44,47,A4
2.77,3.17,50,45,49,C1
3.88,3.17,60,47,51,C4
0.55,0.64,59,44,49,A1
0.55,3.17,52,40,56,A3
3.88,0.64,55,44,62,C2
2.77,0.64,50,50,54,B3
1.66,1.9,57,43,47,B1
2.77,1.9,43,41,44,B4
0.55,3.17,52,64,35,A3
3.88,1.9,52,43,48,C3
3.88,1.9,52,37,52,C3
1.66,3.17,43,47,37,B2
2.77,1.9,47,26,54,B4
2.77,1.9,50,47,49,B4
3.88,3.17,51,31,58,C4
1.66,0.64,57,41,49,A4
2.77,0.64,49,53,55,B3
2.77,1.9,41,50,52,B4
1.66,1.9,59,57,37,B1
3.88,1.9,56,47,46,C3
1.66,1.9,44,51,46,B1
3.88,1.9,55,38,47,C3
2.77,1.9,60,47,51,B4
3.88,0.64,54,43,40,C2
3.88,1.9,43,56,51,C3
0.55,3.17,58,45,62,A3
0.55,1.9,57,41,74,A2
1.66,3.17,56,42,62,B2
0.55,0.64,39,42,76,A1
1.66,0.64,39,34,53,A4
0.55,0.64,48,44,50,A1
0.55,0.64,51,53,77,A1
2.77,0.64,58,42,53,B3
1.66,0.64,46,49,46,A4
3.88,0.64,44,43,40,C2
2.77,1.9,51,43,52,B4
0.55,3.17,58,52,46,A3
3.88,0.64,54,48,53,C2
1.66,0.64,54,40,53,A4
1.66,0.64,54,51,55,A4
1.66,1.9,57,28,43,B1
2.77,0.64,56,47,35,B3
1.66,0.64,43,53,70,A4
0.55,0.64,50,48,54,A1
3.88,3.17,53,55,39,C4
1.66,0.64,43,50,56,A4
0.55,3.17,49,39,68,A3
1.66,1.9,46,47,46,B1
0.55,1.9,48,50,57,A2
3.88,1.9,36,42,52,C3
3.88,0.64,47,40,61,C2
1.66,0.64,59,55,61,A4
3.88,3.17,49,49,45,C4
2.77,0.64,60,41,38,B3
1.66,3.17,57,60,60,B2
0.55,0.64,56,54,55,A1
1.66,1.9,48,51,64,B1
3.88,1.9,38,48,58,C3
2.77,1.9,56,49,58,B4
3.88,3.17,48,57,50,C4
0.55,1.9,58,64,48,A2
1.66,1.9,57,49,62,B1
3.88,0.64,49,45,64,C2
3.88,3.17,36,46,38,C4
1.66,1.9,47,39,57,B1
2.77,3.17,51,53,53,C1
1.66,3.17,56,44,46,B2
2.77,0.64,52,63,51,B3
0.55,1.9,58,50,63,A2
0.55,0.64,52,40,62,A1
0.55,1.9,51,50,52,A2
3.88,0.64,51,66,58,C2
1.66,1.9,57,51,61,B1
3.88,0.64,44,48,38,C2
0.55,0.64,55,42,59,A1
2.77,1.9,60,43,58,B4
1.66,1.9,49,43,54,B1
1.66,0.64,55,39,53,A4
3.88,0.64,42,48,54,C2
3.88,3.17,52,50,47,C4
3.88,0.64,58,56,62,C2
1.66,3.17,45,44,48,B2
1.66,3.17,60,63,56,B2
0.55,1.9,42,46,51,A2
3.88,3.17,36,26,63,C4
1.66,0.64,43,39,52,A4
3.88,3.17,54,29,52,C4
0.55,1.9,44,40,58,A2
3.88,0.64,51,42,50,C2
1.66,0.64,52,44,27,A4
2.77,0.64,49,47,60,B3
2.77,1.9,56,61,54,B4
2.77,1.9,58,54,62,B4
2.77,1.9,49,39,48,B4
3.88,3.17,45,44,60,C4
2.77,3.17,40,52,45,C1
0.55,1.9,54,63,75,A2
2.77,3.17,44,62,49,C1
1.66,1.9,49,51,48,B1
1.66,0.64,51,45,44,A4
3.88,0.64,53,47,58,C2
1.66,3.17,56,47,51,B2
3.88,3.17,59,46,48,C4
3.88,0.64,57,55,57,C2
0.55,1.9,49,54,62,A2
3.88,3.17,50,40,31,C4
1.66,3.17,56,41,47,B2
3.88,1.9,44,49,46,C3
2.77,1.9,58,41,49,B4
0.55,0.64,46,39,52,A1
