x,y,RSSIA,RSSIB,RSSIC,RP
3.88,0.64,49,45,50,C2
2.77,3.17,52,51,61,C1
0.55,1.9,43,56,57,A2
0.55,0.64,49,40,61,A1
2.77,3.17,50,50,62,C1
2.77,3.17,42,51,66,C1
2.77,0.64,53,45,62,B3
1.66,3.17,41,57,45,B2
2.77,3.17,48,52,63,C1
0.55,1.9,45,54,55,A2
3.88,3.17,56,51,52,C4
0.55,1.9,39,55,51,A2
2.77,0.64,57,41,61,B3
0.55,1.9,41,50,55,A2
1.66,3.17,43,46,41,B2
2.77,3.17,52,51,63,C1
2.77,1.9,45,49,55,B4
3.88,1.9,45,48,51,C3
0.55,0.64,48,43,64,A1
0.55,0.64,50,44,66,A1
1.66,3.17,45,50,43,B2
2.77,0.64,52,44,64,B3
0.55,1.9,38,57,60,A2
0.55,1.9,43,48,54,A2
3.88,3.17,56,55,51,C4
2.77,3.17,42,51,55,C1
2.77,3.17,54,55,51,C1
3.88,0.64,45,43,51,C2
2.77,0.64,52,42,63,B3
3.88,1.9,41,46,51,C3
3.88,3.17,56,64,51,C4
0.55,1.9,49,53,56,A2
3.88,1.9,54,47,51,C3
2.77,1.9,50,48,65,B4
3.88,3.17,56,56,51,C4
3.88,3.17,56,59,51,C4
2.77,0.64,49,51,60,B3
0.55,0.64,57,43,62,A1
3.88,1.9,57,56,50,C3
3.88,3.17,53,59,51,C4
2.77,0.64,52,44,61,B3
0.55,0.64,52,42,61,A1
3.88,3.17,54,56,50,C4
1.66,0.64,56,42,61,A4
2.77,0.64,51,46,54,B3
1.66,3.17,38,50,45,B2
0.55,1.9,40,58,63,A2
2.77,0.64,52,45,66,B3
0.55,0.64,54,42,61,A1
2.77,1.9,44,50,55,B4
2.77,1.9,50,52,64,B4
2.77,3.17,50,49,40,C1
0.55,1.9,38,61,55,A2
0.55,3.17,55,63,51,A3
3.88,1.9,40,48,49,C3
3.88,0.64,47,46,61,C2
3.88,1.9,54,47,51,C3
3.88,1.9,50,46,52,C3
3.88,1.9,56,59,52,C3
2.77,0.64,50,45,60,B3
2.77,3.17,41,50,64,C1
3.88,0.64,43,47,51,C2
2.77,1.9,42,49,56,B4
0.55,1.9,50,55,56,A2
2.77,3.17,52,59,65,C1
2.77,3.17,41,51,61,C1
1.66,0.64,52,42,64,A4
2.77,1.9,47,42,55,B4
2.77,3.17,44,50,60,C1
3.88,3.17,57,60,51,C4
3.88,3.17,57,53,51,C4
3.88,0.64,50,46,64,C2
3.88,1.9,45,43,49,C3
3.88,3.17,55,53,52,C4
2.77,0.64,51,45,61,B3
2.77,0.64,41,46,57,B3
3.88,3.17,55,54,51,C4
1.66,0.64,51,42,60,A4
2.77,3.17,47,49,56,C1
2.77,3.17,46,50,63,C1
3.88,1.9,42,45,51,C3
2.77,0.64,48,44,62,B3
3.88,1.9,41,47,51,C3
2.77,0.64,51,44,63,B3
2.77,1.9,45,52,56,B4
2.77,3.17,42,50,63,C1
0.55,1.9,46,56,68,A2
2.77,0.64,48,45,64,B3
3.88,3.17,55,53,52,C4
0.55,1.9,38,55,65,A2
0.55,0.64,57,44,59,A1
2.77,3.17,45,56,65,C1
0.55,1.9,52,58,66,A2
0.55,1.9,43,56,46,A2
0.55,0.64,54,40,52,A1
0.55,0.64,48,45,54,A1
2.77,3.17,45,50,63,C1
2.77,1.9,55,50,63,B4
2.77,3.17,54,50,65,C1
2.77,1.9,44,55,63,B4
3.88,1.9,39,44,50,C3
0.55,1.9,53,51,56,A2
1.66,0.64,57,46,61,A4
2.77,3.17,50,51,65,C1
3.88,1.9,44,54,43,C3
3.88,1.9,44,46,50,C3
2.77,3.17,51,51,56,C1
2.77,1.9,50,46,57,B4
3.88,1.9,42,48,51,C3
3.88,1.9,52,46,51,C3
0.55,1.9,47,61,54,A2
3.88,1.9,47,44,51,C3
2.77,0.64,56,42,64,B3
2.77,3.17,43,51,42,C1
3.88,3.17,57,57,51,C4
1.66,0.64,58,47,51,A4
2.77,3.17,48,50,56,C1
2.77,0.64,44,44,65,B3
3.88,3.17,46,55,52,C4
2.77,3.17,41,49,62,C1
1.66,3.17,41,55,51,B2
3.88,1.9,48,47,43,C3
3.88,0.64,41,45,63,C2
2.77,0.64,50,42,65,B3
3.88,1.9,45,46,50,C3
1.66,1.9,46,51,56,B1
2.77,3.17,46,52,61,C1
2.77,1.9,43,49,55,B4
0.55,0.64,42,46,58,A1
3.88,3.17,54,46,51,C4
2.77,1.9,46,50,52,B4
0.55,1.9,49,60,56,A2
1.66,3.17,38,63,45,B2
2.77,0.64,57,45,64,B3
0.55,1.9,38,55,58,A2
1.66,3.17,40,63,38,B2
2.77,0.64,52,44,63,B3
0.55,0.64,48,44,62,A1
2.77,0.64,47,50,54,B3
3.88,0.64,49,46,62,C2
1.66,0.64,44,46,62,A4
0.55,1.9,48,54,62,A2
3.88,1.9,41,43,50,C3
0.55,1.9,49,57,55,A2
3.88,1.9,41,49,49,C3
3.88,1.9,44,47,49,C3
2.77,0.64,51,44,59,B3
1.66,1.9,45,55,56,B1
2.77,0.64,52,48,60,B3
2.77,0.64,48,42,62,B3
3.88,1.9,55,55,50,C3
2.77,3.17,49,57,54,C1
2.77,3.17,49,50,60,C1
2.77,3.17,52,51,53,C1
3.88,3.17,40,55,50,C4
1.66,1.9,41,53,48,B1
3.88,3.17,57,56,51,C4
1.66,0.64,44,44,55,A4
1.66,3.17,38,50,43,B2
3.88,3.17,56,55,52,C4
2.77,1.9,42,49,53,B4
0.55,1.9,43,55,55,A2
2.77,0.64,54,44,65,B3
3.88,0.64,57,44,62,C2
2.77,1.9,48,50,61,B4
1.66,3.17,41,62,51,B2
0.55,0.64,50,42,61,A1
1.66,0.64,45,64,38,A4
0.55,0.64,56,41,66,A1
0.55,0.64,56,40,64,A1
1.66,1.9,42,57,43,B1
3.88,1.9,45,45,51,C3
3.88,1.9,55,54,50,C3
2.77,0.64,50,42,64,B3
3.88,3.17,55,55,52,C4
3.88,3.17,54,55,50,C4
0.55,1.9,45,51,57,A2
2.77,3.17,42,51,62,C1
3.88,1.9,49,45,50,C3
0.55,0.64,51,45,65,A1
2.77,3.17,51,50,54,C1
1.66,3.17,40,58,37,B2
0.55,0.64,49,48,63,A1
3.88,3.17,45,56,49,C4
3.88,0.64,45,48,61,C2
3.88,0.64,51,44,54,C2
2.77,0.64,51,42,61,B3
0.55,0.64,40,46,62,A1
1.66,1.9,44,49,54,B1
2.77,1.9,46,50,64,B4
3.88,1.9,45,46,50,C3
3.88,1.9,50,47,51,C3
3.88,3.17,56,56,51,C4
0.55,1.9,42,56,54,A2
2.77,0.64,50,51,62,B3
3.88,3.17,56,57,51,C4
1.66,0.64,46,45,41,A4
3.88,3.17,55,54,51,C4
0.55,0.64,47,45,66,A1
0.55,1.9,47,57,55,A2
0.55,0.64,46,44,62,A1
2.77,0.64,47,45,63,B3
2.77,3.17,45,51,60,C1
2.77,3.17,49,52,59,C1
1.66,1.9,42,45,49,B1
0.55,0.64,54,43,61,A1
0.55,1.9,46,56,54,A2
2.77,3.17,48,50,62,C1
2.77,3.17,48,49,61,C1
0.55,1.9,41,55,56,A2
3.88,3.17,57,54,52,C4
3.88,3.17,55,54,51,C4
1.66,3.17,44,60,40,B2
0.55,1.9,47,57,56,A2
1.66,3.17,43,55,37,B2
2.77,0.64,46,42,55,B3
1.66,3.17,41,57,47,B2
2.77,0.64,53,43,61,B3
3.88,3.17,43,56,50,C4
1.66,0.64,53,46,60,A4
2.77,3.17,42,55,50,C1
3.88,1.9,48,48,51,C3
2.77,1.9,46,54,57,B4
3.88,0.64,50,44,61,C2
0.55,0.64,50,45,63,A1
0.55,1.9,45,56,64,A2
2.77,3.17,51,51,66,C1
2.77,3.17,50,50,56,C1
0.55,0.64,57,42,67,A1
3.88,1.9,52,47,50,C3
0.55,0.64,57,40,62,A1
0.55,1.9,43,56,54,A2
1.66,3.17,46,50,53,B2
3.88,1.9,42,47,50,C3
0.55,0.64,54,43,65,A1
1.66,1.9,45,53,55,B1
3.88,3.17,56,62,51,C4
0.55,1.9,47,55,55,A2
3.88,3.17,57,60,52,C4
2.77,3.17,49,51,61,C1
0.55,0.64,52,44,55,A1
3.88,1.9,55,47,50,C3
0.55,0.64,55,42,62,A1
2.77,0.64,51,44,61,B3
2.77,1.9,47,57,55,B4
2.77,1.9,49,50,53,B4
0.55,1.9,46,55,55,A2
3.88,1.9,44,55,55,C3
0.55,0.64,49,42,64,A1
2.77,0.64,52,43,54,B3
0.55,1.9,42,56,58,A2
3.88,3.17,44,64,51,C4
0.55,1.9,42,55,56,A2
3.88,3.17,54,55,59,C4
1.66,3.17,37,58,43,B2
3.88,3.17,55,53,51,C4
3.88,0.64,49,60,56,C2
0.55,0.64,51,41,55,A1
2.77,0.64,51,45,58,B3
3.88,1.9,45,48,50,C3
0.55,1.9,43,52,55,A2
1.66,3.17,40,50,38,B2
3.88,1.9,45,47,50,C3
2.77,1.9,51,59,54,B4
2.77,1.9,44,56,54,B4
0.55,1.9,40,57,56,A2
0.55,1.9,42,56,57,A2
0.55,0.64,47,42,64,A1
2.77,3.17,44,52,64,C1
0.55,0.64,56,40,60,A1
0.55,0.64,55,42,64,A1
2.77,3.17,52,50,58,C1
0.55,1.9,47,53,56,A2
3.88,1.9,46,52,50,C3
2.77,0.64,53,45,61,B3
1.66,3.17,46,55,33,B2
3.88,3.17,56,56,50,C4
0.55,1.9,39,57,58,A2
2.77,0.64,53,43,65,B3
3.88,3.17,54,55,50,C4
0.55,0.64,54,42,64,A1
3.88,1.9,43,48,50,C3
3.88,0.64,56,45,50,C2
1.66,1.9,43,59,54,B1
3.88,3.17,54,57,51,C4
0.55,1.9,41,55,56,A2
3.88,0.64,55,65,49,C2
3.88,1.9,45,45,50,C3
0.55,0.64,39,46,56,A1
2.77,3.17,43,54,54,C1
2.77,0.64,55,44,63,B3
0.55,1.9,49,58,55,A2
1.66,0.64,48,44,54,A4
3.88,1.9,40,44,50,C3
2.77,0.64,56,45,63,B3
3.88,1.9,45,48,50,C3
0.55,0.64,52,41,62,A1
2.77,3.17,45,50,64,C1
2.77,1.9,52,48,61,B4
0.55,0.64,46,42,63,A1
0.55,1.9,42,53,54,A2
0.55,1.9,44,53,55,A2
3.88,1.9,50,56,51,C3
2.77,0.64,48,50,68,B3
3.88,1.9,49,48,55,C3
2.77,1.9,44,56,57,B4
0.55,1.9,38,56,56,A2
2.77,3.17,50,44,60,C1
2.77,0.64,49,47,64,B3
0.55,1.9,45,53,55,A2
3.88,1.9,44,49,51,C3
3.88,3.17,57,55,52,C4
2.77,0.64,53,45,66,B3
1.66,3.17,42,63,43,B2
0.55,1.9,44,54,55,A2
1.66,3.17,41,56,36,B2
1.66,0.64,52,45,62,A4
0.55,1.9,45,55,55,A2
0.55,0.64,48,43,64,A1
2.77,3.17,45,50,64,C1
3.88,1.9,54,48,51,C3
2.77,0.64,54,52,60,B3
2.77,1.9,45,52,53,B4
3.88,0.64,49,47,52,C2
1.66,1.9,44,56,48,B1
0.55,1.9,43,56,58,A2
2.77,0.64,51,46,60,B3
2.77,0.64,49,42,66,B3
0.55,0.64,49,45,66,A1
0.55,1.9,43,55,55,A2
0.55,1.9,46,55,41,A2
2.77,0.64,43,43,58,B3
0.55,1.9,51,56,64,A2
1.66,1.9,40,56,55,B1
2.77,0.64,50,43,60,B3
1.66,3.17,41,59,36,B2
3.88,1.9,38,48,50,C3
0.55,0.64,54,41,63,A1
1.66,3.17,37,56,40,B2
0.55,1.9,46,55,54,A2
3.88,0.64,49,46,63,C2
2.77,0.64,42,45,64,B3
3.88,3.17,46,56,51,C4
2.77,1.9,43,50,53,B4
2.77,3.17,56,51,55,C1
2.77,1.9,42,59,54,B4
2.77,3.17,50,45,61,C1
2.77,3.17,46,48,65,C1
3.88,3.17,57,56,60,C4
3.88,3.17,57,58,51,C4
1.66,1.9,39,62,42,B1
2.77,0.64,51,43,64,B3
3.88,3.17,56,53,51,C4
1.66,3.17,41,60,39,B2
3.88,1.9,41,47,50,C3
3.88,1.9,49,56,50,C3
1.66,3.17,42,63,44,B2
3.88,3.17,55,57,52,C4
2.77,1.9,47,51,62,B4
2.77,1.9,47,58,56,B4
2.77,0.64,47,46,55,B3
0.55,0.64,50,43,61,A1
2.77,0.64,53,41,66,B3
2.77,0.64,51,50,60,B3
2.77,3.17,51,50,62,C1
0.55,0.64,51,46,55,A1
0.55,1.9,51,56,54,A2
1.66,3.17,40,57,52,B2
3.88,1.9,41,45,50,C3
0.55,1.9,41,56,50,A2
0.55,1.9,45,54,57,A2
0.55,0.64,51,44,66,A1
1.66,3.17,40,51,43,B2
3.88,0.64,51,45,50,C2
1.66,1.9,47,44,55,B1
3.88,1.9,49,44,56,C3
3.88,3.17,55,58,51,C4
2.77,0.64,53,44,65,B3
3.88,3.17,55,63,51,C4
3.88,1.9,40,47,51,C3
3.88,1.9,47,47,54,C3
3.88,3.17,54,54,52,C4
0.55,1.9,44,55,67,A2
2.77,0.64,53,42,62,B3
3.88,1.9,53,46,51,C3
1.66,3.17,39,44,57,B2
1.66,1.9,43,56,53,B1
0.55,0.64,52,46,65,A1
2.77,0.64,53,44,63,B3
3.88,1.9,44,44,51,C3
2.77,0.64,46,46,54,B3
3.88,3.17,58,54,51,C4
3.88,3.17,53,57,52,C4
2.77,0.64,48,43,55,B3
0.55,0.64,54,42,65,A1
1.66,3.17,41,59,38,B2
3.88,1.9,51,42,33,C3
3.88,3.17,55,54,50,C4
1.66,3.17,38,56,49,B2
0.55,0.64,56,42,66,A1
2.77,1.9,54,49,53,B4
1.66,3.17,46,51,43,B2
2.77,0.64,51,44,61,B3
0.55,1.9,40,55,56,A2
1.66,0.64,37,59,63,A4
3.88,1.9,46,47,49,C3
2.77,3.17,45,49,65,C1
1.66,3.17,45,56,38,B2
3.88,3.17,37,57,45,C4
1.66,3.17,38,62,46,B2
3.88,1.9,47,48,50,C3
3.88,1.9,47,45,51,C3
3.88,3.17,57,61,51,C4
3.88,3.17,58,60,51,C4
2.77,0.64,54,45,62,B3
2.77,0.64,51,45,61,B3
3.88,0.64,45,43,60,C2
0.55,1.9,44,56,56,A2
3.88,3.17,57,61,50,C4
0.55,0.64,49,46,64,A1
1.66,3.17,46,49,39,B2
2.77,3.17,40,49,64,C1
2.77,0.64,53,44,61,B3
2.77,1.9,47,60,42,B4
1.66,3.17,44,51,41,B2
2.77,3.17,48,50,63,C1
3.88,1.9,55,48,50,C3
2.77,0.64,51,45,63,B3
1.66,3.17,40,55,41,B2
3.88,1.9,46,57,54,C3
2.77,3.17,49,50,63,C1
3.88,3.17,56,56,51,C4
1.66,3.17,39,57,44,B2
0.55,0.64,48,47,63,A1
3.88,3.17,56,56,52,C4
0.55,0.64,42,45,62,A1
3.88,1.9,42,44,55,C3
0.55,0.64,48,43,61,A1
0.55,1.9,40,54,48,A2
3.88,0.64,57,47,41,C2
2.77,1.9,46,63,55,B4
1.66,3.17,43,59,32,B2
2.77,3.17,51,51,56,C1
1.66,1.9,52,54,54,B1
3.88,1.9,44,46,50,C3
3.88,3.17,56,60,51,C4
1.66,3.17,42,52,46,B2
3.88,1.9,44,52,50,C3
2.77,1.9,43,64,54,B4
0.55,1.9,48,53,55,A2
0.55,1.9,55,55,67,A2
1.66,3.17,42,65,39,B2
2.77,3.17,52,50,63,C1
3.88,1.9,48,45,51,C3
2.77,3.17,50,51,62,C1
1.66,3.17,41,62,40,B2
3.88,1.9,41,50,49,C3
1.66,3.17,38,57,36,B2
3.88,1.9,54,56,50,C3
1.66,3.17,41,50,38,B2
2.77,0.64,50,46,55,B3
0.55,1.9,39,57,65,A2
1.66,1.9,47,59,63,B1
3.88,1.9,55,49,52,C3
2.77,0.64,53,45,63,B3
3.88,3.17,54,57,53,C4
2.77,1.9,52,54,61,B4
2.77,1.9,44,45,60,B4
0.55,0.64,52,43,61,A1
3.88,3.17,58,53,52,C4
3.88,1.9,43,45,39,C3
2.77,0.64,52,44,61,B3
3.88,1.9,44,45,52,C3
2.77,3.17,39,46,57,C1
0.55,0.64,54,44,62,A1
2.77,0.64,42,45,50,B3
0.55,1.9,42,53,47,A2
0.55,0.64,55,46,64,A1
2.77,0.64,50,47,61,B3
0.55,0.64,50,45,62,A1
2.77,3.17,42,51,60,C1
2.77,0.64,47,43,55,B3
2.77,1.9,52,51,59,B4
3.88,1.9,49,48,50,C3
3.88,0.64,48,47,50,C2
0.55,1.9,46,54,56,A2
3.88,1.9,40,51,50,C3
0.55,0.64,49,47,64,A1
2.77,3.17,48,50,59,C1
3.88,1.9,47,49,51,C3
1.66,0.64,44,45,61,A4
3.88,3.17,58,50,51,C4
3.88,1.9,41,50,56,C3
2.77,0.64,54,45,58,B3
0.55,0.64,55,43,62,A1
2.77,0.64,52,43,61,B3
3.88,3.17,56,51,52,C4
3.88,1.9,42,46,44,C3
3.88,3.17,57,54,51,C4
3.88,1.9,43,49,51,C3
0.55,1.9,40,55,54,A2
3.88,0.64,56,46,51,C2
0.55,1.9,42,54,56,A2
3.88,3.17,57,56,55,C4
2.77,0.64,48,47,58,B3
3.88,1.9,42,48,49,C3
2.77,1.9,47,54,57,B4
2.77,0.64,46,43,62,B3
2.77,3.17,52,51,62,C1
1.66,0.64,50,57,55,A4
3.88,3.17,57,45,51,C4
1.66,0.64,45,47,57,A4
2.77,1.9,44,56,55,B4
0.55,0.64,50,43,63,A1
0.55,1.9,46,56,48,A2
2.77,1.9,49,50,56,B4
2.77,1.9,43,53,57,B4
2.77,1.9,52,54,54,B4
2.77,0.64,49,44,62,B3
0.55,0.64,52,47,66,A1
0.55,0.64,55,45,63,A1
0.55,1.9,44,51,55,A2
2.77,0.64,52,44,56,B3
2.77,1.9,44,50,60,B4
2.77,3.17,49,50,66,C1
3.88,3.17,51,56,52,C4
1.66,1.9,44,48,55,B1
0.55,0.64,52,44,51,A1
0.55,0.64,49,45,64,A1
3.88,3.17,56,54,50,C4
1.66,1.9,39,62,42,B1
2.77,3.17,44,50,55,C1
3.88,3.17,45,64,51,C4
2.77,3.17,51,50,55,C1
3.88,3.17,59,57,51,C4
2.77,3.17,40,51,55,C1
3.88,1.9,43,44,50,C3
2.77,3.17,51,52,61,C1
2.77,0.64,47,42,60,B3
0.55,0.64,48,41,62,A1
0.55,1.9,47,56,56,A2
2.77,3.17,45,51,62,C1
1.66,1.9,42,51,56,B1
3.88,1.9,49,45,50,C3
2.77,1.9,47,50,54,B4
0.55,0.64,49,44,51,A1
1.66,0.64,45,46,59,A4
3.88,1.9,46,45,50,C3
3.88,0.64,44,42,66,C2
2.77,3.17,48,50,57,C1
3.88,3.17,46,63,52,C4
3.88,3.17,56,54,52,C4
0.55,1.9,42,55,56,A2
0.55,1.9,41,53,50,A2
1.66,3.17,40,62,40,B2
0.55,0.64,51,57,65,A1
2.77,0.64,54,43,60,B3
2.77,3.17,51,50,63,C1
3.88,1.9,42,47,50,C3
2.77,1.9,41,51,55,B4
2.77,0.64,44,45,64,B3
1.66,3.17,44,50,40,B2
2.77,3.17,46,55,61,C1
2.77,1.9,46,51,60,B4
0.55,0.64,57,40,62,A1
2.77,3.17,42,49,66,C1
2.77,0.64,45,50,56,B3
2.77,3.17,50,49,59,C1
2.77,0.64,47,44,61,B3
1.66,3.17,41,55,44,B2
0.55,0.64,49,46,61,A1
2.77,3.17,42,49,51,C1
0.55,0.64,47,42,62,A1
3.88,3.17,55,56,51,C4
3.88,1.9,46,45,51,C3
3.88,1.9,47,47,51,C3
3.88,3.17,58,61,50,C4
0.55,0.64,58,39,60,A1
2.77,0.64,51,43,61,B3
0.55,3.17,44,59,41,A3
2.77,1.9,49,55,54,B4
0.55,0.64,52,46,65,A1
3.88,3.17,56,56,50,C4
3.88,1.9,42,50,50,C3
2.77,0.64,52,46,66,B3
3.88,1.9,44,45,51,C3
3.88,3.17,54,54,51,C4
2.77,0.64,49,47,56,B3
3.88,1.9,40,64,39,C3
0.55,1.9,45,58,57,A2
3.88,1.9,43,45,50,C3
2.77,1.9,46,55,56,B4
2.77,1.9,50,49,55,B4
3.88,3.17,43,56,51,C4
3.88,3.17,54,55,51,C4
3.88,3.17,57,53,51,C4
2.77,0.64,47,48,64,B3
0.55,0.64,51,51,67,A1
2.77,0.64,45,46,61,B3
3.88,3.17,55,52,50,C4
0.55,1.9,39,56,55,A2
0.55,0.64,42,44,64,A1
0.55,0.64,56,47,53,A1
2.77,1.9,51,51,56,B4
3.88,1.9,55,46,51,C3
1.66,3.17,42,56,36,B2
2.77,0.64,49,43,62,B3
2.77,0.64,51,48,61,B3
0.55,0.64,50,41,62,A1
0.55,0.64,49,44,63,A1
1.66,3.17,37,56,41,B2
3.88,1.9,50,49,50,C3
0.55,0.64,48,43,61,A1
2.77,3.17,46,51,64,C1
0.55,0.64,40,46,65,A1
3.88,1.9,40,54,50,C3
3.88,1.9,43,46,51,C3
1.66,3.17,47,56,37,B2
3.88,3.17,56,52,51,C4
2.77,0.64,47,48,65,B3
2.77,1.9,48,51,51,B4
2.77,3.17,49,50,63,C1
2.77,1.9,41,53,60,B4
2.77,1.9,49,50,57,B4
0.55,1.9,41,55,55,A2
2.77,3.17,51,51,64,C1
0.55,0.64,41,42,65,A1
3.88,3.17,56,63,51,C4
0.55,0.64,55,44,62,A1
3.88,1.9,46,48,51,C3
2.77,1.9,44,47,54,B4
3.88,1.9,48,49,50,C3
2.77,0.64,50,49,62,B3
3.88,1.9,46,48,50,C3
2.77,3.17,49,51,63,C1
3.88,1.9,56,46,50,C3
1.66,1.9,43,46,42,B1
0.55,1.9,49,66,58,A2
0.55,1.9,44,49,58,A2
2.77,1.9,44,54,53,B4
2.77,0.64,54,43,62,B3
3.88,3.17,46,53,51,C4
0.55,0.64,54,44,62,A1
3.88,1.9,45,45,51,C3
0.55,1.9,43,55,64,A2
3.88,1.9,54,45,50,C3
3.88,1.9,51,48,34,C3
3.88,3.17,55,53,51,C4
0.55,1.9,48,53,51,A2
2.77,3.17,40,51,63,C1
1.66,3.17,42,52,39,B2
0.55,0.64,49,44,62,A1
0.55,1.9,42,56,44,A2
3.88,3.17,54,56,50,C4
3.88,3.17,55,53,52,C4
3.88,1.9,43,44,50,C3
0.55,1.9,43,55,55,A2
3.88,3.17,55,56,51,C4
3.88,3.17,57,61,51,C4
3.88,1.9,46,48,50,C3
1.66,3.17,44,62,39,B2
2.77,1.9,52,53,59,B4
3.88,3.17,54,54,52,C4
2.77,0.64,53,46,63,B3
2.77,3.17,42,49,63,C1
3.88,1.9,41,47,50,C3
2.77,0.64,48,38,57,B3
0.55,0.64,44,55,55,A1
0.55,1.9,50,53,56,A2
3.88,3.17,56,56,53,C4
3.88,1.9,40,48,51,C3
0.55,0.64,44,42,65,A1
2.77,0.64,45,44,64,B3
3.88,1.9,42,47,51,C3
3.88,0.64,54,46,60,C2
2.77,3.17,53,51,62,C1
3.88,1.9,49,44,55,C3
3.88,0.64,48,47,64,C2
0.55,0.64,56,43,62,A1
0.55,0.64,53,43,63,A1
0.55,0.64,53,41,63,A1
3.88,3.17,54,56,50,C4
0.55,0.64,43,51,51,A1
2.77,0.64,52,42,56,B3
0.55,0.64,50,46,61,A1
0.55,1.9,43,56,64,A2
2.77,0.64,52,47,61,B3
0.55,3.17,53,55,43,A3
2.77,0.64,50,45,63,B3
3.88,3.17,44,57,51,C4
0.55,1.9,42,53,56,A2
2.77,0.64,50,49,60,B3
3.88,1.9,41,49,51,C3
2.77,1.9,46,49,54,B4
1.66,3.17,38,56,38,B2
2.77,3.17,49,51,48,C1
1.66,3.17,38,57,45,B2
2.77,3.17,52,51,60,C1
2.77,3.17,52,50,63,C1
0.55,0.64,49,51,62,A1
3.88,3.17,55,59,50,C4
3.88,1.9,43,56,51,C3
0.55,1.9,40,56,65,A2
3.88,1.9,46,45,49,C3
3.88,3.17,53,61,51,C4
2.77,0.64,52,43,63,B3
1.66,3.17,43,58,40,B2
0.55,0.64,55,40,63,A1
2.77,3.17,46,51,67,C1
2.77,3.17,50,51,54,C1
2.77,1.9,50,50,62,B4
3.88,0.64,55,55,50,C2
0.55,1.9,47,54,56,A2
0.55,0.64,56,43,64,A1
3.88,3.17,56,53,52,C4
0.55,1.9,43,55,55,A2
2.77,3.17,42,50,62,C1
1.66,3.17,37,43,37,B2
2.77,0.64,51,45,64,B3
3.88,1.9,43,55,54,C3
3.88,1.9,45,44,49,C3
2.77,1.9,50,54,55,B4
